"from_name","to_name","connected","num_common_genre","from_salesrank","from_rating","from_reviews","to_salesrank","to_rating","to_reviews"
582,186502,1,2,38164,3.5,178,24486,4.5,777
582,189010,1,2,38164,3.5,178,44547,3.5,57
582,193508,1,5,38164,3.5,178,22042,4.5,54
582,201770,1,2,38164,3.5,178,183689,4,829
582,269278,1,3,38164,3.5,178,118209,4.5,35
582,313321,1,1,38164,3.5,178,211754,5,36
582,337916,1,0,38164,3.5,178,36079,3.5,118
633,986,1,0,2745,4.5,54,70096,4,36
634,1663,1,1,213692,4,55,171366,4.5,48
634,57347,1,0,213692,4,55,34574,4.5,42
634,62079,1,1,213692,4,55,61697,4,89
634,90553,1,2,213692,4,55,566987,4,1292
634,114450,1,2,213692,4,55,31981,4.5,90
634,125264,1,2,213692,4,55,579035,4.5,69
634,133057,1,1,213692,4,55,73725,3.5,139
634,145767,1,1,213692,4,55,123012,5,54
634,160430,1,1,213692,4,55,145601,4.5,234
634,178529,1,1,213692,4,55,229596,4.5,332
634,179830,1,1,213692,4,55,261796,4,191
634,201555,1,1,213692,4,55,41777,4.5,78
634,237664,1,0,213692,4,55,236320,4.5,44
634,249339,1,1,213692,4,55,10063,4.5,93
634,254220,1,1,213692,4,55,566844,3,37
634,255265,1,2,213692,4,55,672842,4.5,35
634,257579,1,5,213692,4,55,434544,3,154
634,268581,1,1,213692,4,55,48105,4,173
634,292196,1,0,213692,4,55,1239,4.5,111
634,345668,1,1,213692,4,55,47146,3.5,36
634,352846,1,1,213692,4,55,384745,4,429
634,355903,1,1,213692,4,55,846727,4,639
634,365156,1,1,213692,4,55,22669,5,47
634,369963,1,0,213692,4,55,262235,4.5,58
634,371068,1,1,213692,4,55,2465,4.5,74
654,658,1,0,8342,3.5,63,680025,4,77
654,1112,1,1,8342,3.5,63,573604,4.5,73
668,6322,1,1,152763,4,236,1553254,4.5,70
670,6322,1,1,833174,3.5,40,1553254,4.5,70
681,2461,1,1,5559,4.5,87,216675,4,294
681,4465,1,1,5559,4.5,87,68908,4,33
683,6790,1,3,531001,3.5,36,50245,3.5,33
683,17864,1,1,531001,3.5,36,33107,4.5,35
683,113769,1,1,531001,3.5,36,58229,3.5,141
826,31953,1,2,269712,4,178,636119,4,37
826,225601,1,1,269712,4,178,15650,4,50
863,1073,1,1,41024,5,258,416935,4,65
886,1590,1,1,178196,4,45,74832,2.5,51
976,2194,1,2,48515,4,108,16531,4.5,92
976,8481,1,2,48515,4,108,413420,4,161
976,8692,1,2,48515,4,108,385167,4.5,84
976,13313,1,3,48515,4,108,604380,3.5,105
976,90565,1,1,48515,4,108,297703,3,33
976,98596,1,1,48515,4,108,551,4,2280
976,125931,1,2,48515,4,108,165640,3,61
976,153967,1,2,48515,4,108,554120,3.5,84
976,347863,1,2,48515,4,108,62505,4,317
1112,214059,1,2,573604,4.5,73,50565,2.5,1055
1113,127819,1,2,148588,5,41,156036,4.5,119
1113,176020,1,1,148588,5,41,467171,4.5,37
1275,1280,1,1,90645,3,36,143973,4.5,45
1316,38897,1,1,31978,4.5,110,33082,4.5,36
1349,7750,1,1,247366,3.5,44,28940,4,151
1371,3850,1,1,18558,4.5,221,23422,5,33
1371,13091,1,1,18558,4.5,221,1098938,4,93
1395,40787,1,3,177689,4.5,71,823515,4.5,219
1395,52507,1,3,177689,4.5,71,419472,3.5,37
1395,159687,1,3,177689,4.5,71,19984,3.5,38
1395,167750,1,3,177689,4.5,71,127707,4.5,52
1395,189010,1,3,177689,4.5,71,44547,3.5,57
1395,286219,1,2,177689,4.5,71,94120,4,44
1552,2930,1,4,481229,4.5,35,34796,4.5,104
1566,4315,1,4,162561,4,277,1586706,4.5,63
1602,1975,1,1,486232,4,50,6490,4,41
1663,7029,1,1,171366,4.5,48,939208,4,142
1663,8196,1,0,171366,4.5,48,38503,4,35
1663,65926,1,1,171366,4.5,48,175727,3.5,70
1663,73690,1,1,171366,4.5,48,357587,4,175
1663,216195,1,3,171366,4.5,48,15892,4.5,108
1810,8671,1,1,74469,4,181,17234,4.5,178
1810,30501,1,1,74469,4,181,68338,4.5,90
1820,2384,1,3,107765,4,76,928240,4,43
1887,3011,1,1,156267,4.5,39,47991,4,324
1887,115477,1,1,156267,4.5,39,154352,3.5,158
1887,125993,1,0,156267,4.5,39,1199221,4,64
1999,7723,1,2,526578,5,40,6866,4.5,108
2027,30731,1,2,341596,4,347,1570827,5,39
2027,38731,1,2,341596,4,347,13581,4.5,37
2027,62274,1,1,341596,4,347,353,3.5,158
2027,65580,1,1,341596,4,347,107586,3.5,56
2027,150403,1,0,341596,4,347,762343,4.5,59
2073,12151,1,4,18902,4,145,472988,5,70
2107,256630,1,2,219851,3,92,448364,4,34
2179,24063,1,0,227041,4,181,271962,5,64
2179,27353,1,0,227041,4,181,7104,4.5,46
2179,54977,1,0,227041,4,181,50585,5,100
2194,8481,1,2,16531,4.5,92,413420,4,161
2194,8692,1,2,16531,4.5,92,385167,4.5,84
2194,21882,1,0,16531,4.5,92,134700,4.5,42
2194,98596,1,1,16531,4.5,92,551,4,2280
2194,142721,1,1,16531,4.5,92,19836,4,57
2194,147071,1,1,16531,4.5,92,100911,4.5,103
2194,158840,1,1,16531,4.5,92,542793,4,162
2194,259485,1,1,16531,4.5,92,409857,4.5,36
2194,334655,1,1,16531,4.5,92,89064,3.5,206
2195,19244,1,1,464380,3,125,68774,4.5,35
2195,39541,1,3,464380,3,125,362328,3.5,34
2195,83440,1,3,464380,3,125,241133,3.5,88
2195,144634,1,2,464380,3,125,110629,4.5,62
2195,335114,1,4,464380,3,125,429090,4,60
2298,29420,1,1,48638,4.5,71,394854,4.5,41
2298,158241,1,1,48638,4.5,71,38780,3,260
2298,384395,1,1,48638,4.5,71,655299,3.5,118
2341,4152,1,4,14033,4.5,517,98405,4,276
2419,2421,1,1,7644,4.5,56,286954,3,48
2419,23798,1,1,7644,4.5,56,495772,3.5,38
2419,128058,1,2,7644,4.5,56,21177,4.5,40
2423,5579,1,1,14276,4,408,322662,4.5,36
2423,14702,1,1,14276,4,408,23110,4.5,32
2423,35470,1,1,14276,4,408,45947,3.5,53
2498,16174,1,1,75334,3,112,7935,5,237
2498,80769,1,1,75334,3,112,32382,4,35
2498,263733,1,1,75334,3,112,8709,4.5,207
2498,363074,1,1,75334,3,112,2350,3.5,34
2549,2552,1,4,42183,4,37,782,4,1244
2549,5599,1,3,42183,4,37,66557,2.5,40
2549,14041,1,1,42183,4,37,214583,4,85
2549,15922,1,3,42183,4,37,41334,4.5,59
2549,56696,1,1,42183,4,37,242698,2,62
2549,61312,1,3,42183,4,37,121704,4,57
2549,109187,1,2,42183,4,37,3567,4,33
2549,159901,1,1,42183,4,37,19152,4,76
2552,5599,1,4,782,4,1244,66557,2.5,40
2555,3163,1,1,101233,3.5,108,11170,4.5,47
2555,15103,1,1,101233,3.5,108,411480,4.5,51
2563,43803,1,2,19172,4.5,54,24503,4,390
2701,142648,1,0,1151213,4.5,32,124720,4.5,41
2816,298926,1,3,804560,4.5,219,53341,4.5,146
2816,314338,1,0,804560,4.5,219,30294,4.5,33
2967,31145,1,1,30697,4.5,43,110265,3.5,114
2986,7708,1,1,478693,2.5,37,121231,4.5,66
2986,77188,1,2,478693,2.5,37,92749,3.5,45
3038,4887,1,2,1118909,3.5,44,735032,4.5,57
3087,5765,1,2,1952,4,439,319674,4.5,50
3210,5716,1,1,146279,4,35,368161,4.5,52
3250,384395,1,0,708,4.5,45,655299,3.5,118
3308,18394,1,1,664962,4.5,43,455726,4.5,35
3308,54090,1,2,664962,4.5,43,4650,4.5,106
3362,12024,1,1,276379,4.5,38,204535,4.5,86
3371,3374,1,0,111640,3.5,43,4758,4.5,39
3430,25477,1,4,593796,4.5,517,545212,4.5,158
3430,47252,1,2,593796,4.5,517,10935,3,44
3430,57159,1,3,593796,4.5,517,18232,4.5,127
3430,60697,1,1,593796,4.5,517,226479,3.5,33
3430,171462,1,1,593796,4.5,517,387983,3.5,44
3430,185315,1,1,593796,4.5,517,282771,4.5,47
3430,193307,1,3,593796,4.5,517,125415,4.5,39
3430,235069,1,1,593796,4.5,517,340355,4.5,36
3430,235070,1,1,593796,4.5,517,542360,4.5,35
3430,278641,1,3,593796,4.5,517,355977,4.5,654
3430,286219,1,3,593796,4.5,517,94120,4,44
3430,322271,1,2,593796,4.5,517,395081,3.5,32
3430,322272,1,2,593796,4.5,517,39013,4,103
3439,5765,1,1,7192,5,39,319674,4.5,50
3454,3458,1,1,17692,4,114,18068,4,52
3454,3596,1,2,17692,4,114,596700,4.5,45
3518,7925,1,1,168901,4,36,966106,4,33
3518,12024,1,1,168901,4,36,204535,4.5,86
3541,97679,1,1,16906,4,120,53113,5,41
3573,5785,1,0,394341,3.5,375,1079852,4.5,46
3573,41967,1,1,394341,3.5,375,876476,4,64
3652,5238,1,2,465777,2.5,77,266553,3.5,153
3782,4391,1,1,324638,4.5,66,2028767,3.5,210
3829,4951,1,2,3466,4,232,1633,5,37
3829,5579,1,1,3466,4,232,322662,4.5,36
3829,237963,1,0,3466,4,232,214809,4.5,73
3829,368598,1,1,3466,4,232,478768,4,33
3850,13091,1,1,23422,5,33,1098938,4,93
3902,12267,1,1,6438,4.5,108,482088,4.5,43
3971,3973,1,1,386873,4.5,63,137258,3,38
3984,9999,1,1,238633,2.5,66,705109,3.5,39
4014,14090,1,1,2768,5,84,272310,4.5,454
4152,105357,1,2,98405,4,276,18164,4.5,72
4185,4679,1,2,9023,4.5,214,104776,4,49
4198,6455,1,2,2051,4.5,56,761302,3.5,133
4264,7852,1,3,292253,4.5,34,182666,3.5,69
4390,4391,1,1,551077,3.5,55,2028767,3.5,210
4465,13225,1,4,68908,4,33,205665,4.5,338
4536,99642,1,1,157066,4,50,935666,4,62
4559,14111,1,1,152907,3.5,171,4818,4.5,38
4625,23905,1,1,264418,4,104,902291,4,34
4645,14523,1,2,972695,4.5,114,606588,3.5,485
4645,21677,1,2,972695,4.5,114,383802,4.5,46
4659,17367,1,1,390737,4,40,7914,4,299
4712,4714,1,1,506887,4.5,84,9168,4,97
4739,163348,1,1,868892,5,4921,383715,3.5,381
4951,5341,1,1,1633,5,37,375164,4.5,48
4951,10687,1,1,1633,5,37,12080,4.5,59
4951,79261,1,0,1633,5,37,657156,3,32
4951,268519,1,1,1633,5,37,132066,4,36
4951,320851,1,1,1633,5,37,471241,4,42
4951,368598,1,1,1633,5,37,478768,4,33
5035,201922,1,1,225574,5,32,50068,4.5,46
5035,316084,1,1,225574,5,32,470193,3.5,33
5044,20877,1,1,170211,4,125,12270,4.5,113
5044,28679,1,1,170211,4,125,742869,4.5,35
5044,59125,1,1,170211,4,125,401277,4.5,87
5100,6129,1,1,246006,4.5,562,440058,3,34
5100,49177,1,1,246006,4.5,562,119603,4,39
5197,26668,1,0,18493,4.5,34,2616,4,84
5260,11638,1,1,256396,5,65,38,4,586
5288,192438,1,3,222778,4.5,43,691775,3,209
5326,8899,1,1,1053,4.5,177,7590,4.5,219
5354,5355,1,0,2315,4.5,47,112767,4.5,79
5376,41192,1,1,11021,4,45,591701,4.5,34
5410,8903,1,0,64606,5,33,197779,4,381
5410,26915,1,0,64606,5,33,7256,4.5,39
5410,53379,1,0,64606,5,33,124142,4,39
5410,179378,1,4,64606,5,33,112356,4.5,164
5475,13170,1,1,322444,4,32,35427,4.5,74
5475,37052,1,2,322444,4,32,30586,4,115
5475,60622,1,2,322444,4,32,175915,4.5,333
5561,6045,1,1,130605,3.5,38,539881,3.5,32
5599,18208,1,4,66557,2.5,40,15805,4.5,484
5599,32104,1,3,66557,2.5,40,3763,4.5,54
5599,48601,1,3,66557,2.5,40,22827,4.5,99
5599,109187,1,2,66557,2.5,40,3567,4,33
5632,189010,1,1,15701,4.5,56,44547,3.5,57
5653,11487,1,1,34761,3.5,55,450315,4,317
5653,22775,1,1,34761,3.5,55,595612,4.5,98
5653,109187,1,0,34761,3.5,55,3567,4,33
5785,58444,1,2,1079852,4.5,46,375974,3.5,56
6129,6130,1,1,440058,3,34,2135,4.5,5539
6129,49177,1,1,440058,3,34,119603,4,39
6129,201555,1,1,440058,3,34,41777,4.5,78
6129,356399,1,1,440058,3,34,270013,3,45
6130,201555,1,2,2135,4.5,5539,41777,4.5,78
6244,6692,1,1,277805,5,73,271408,4.5,258
6370,17346,1,1,3319,3,631,1881,4,75
6370,48415,1,0,3319,3,631,482000,5,70
6370,253415,1,1,3319,3,631,78144,4.5,84
6386,190712,1,2,79335,4.5,52,37691,4.5,39
6449,20248,1,2,18500,3.5,102,290115,4.5,42
6488,7998,1,1,172852,4.5,33,26652,5,65
6488,14312,1,3,172852,4.5,33,1522794,4.5,75
6593,50974,1,1,74275,4.5,32,6450,4,89
6626,20924,1,1,224018,5,208,2929818,4,40
6669,22392,1,1,21790,4.5,51,657021,4.5,316
6709,24456,1,3,4030,4,124,737682,4,49
6709,234208,1,2,4030,4,124,575838,4.5,75
6709,275411,1,4,4030,4,124,532723,4.5,65
6709,280909,1,2,4030,4,124,42978,4.5,44
6709,384483,1,1,4030,4,124,71067,4,91
6854,8443,1,3,139915,5,38,164417,5,65
7029,11637,1,6,939208,4,142,9274,4.5,211
7029,58425,1,1,939208,4,142,857729,5,461
7029,142756,1,1,939208,4,142,145433,4.5,45
7029,192061,1,3,939208,4,142,381127,5,223
7029,313320,1,2,939208,4,142,97603,4,34
7068,9888,1,2,388657,4.5,41,332896,3.5,64
7068,18704,1,3,388657,4.5,41,447887,4.5,114
7196,87334,1,1,52928,4,78,241328,4,36
7196,268901,1,3,52928,4,78,1211231,4.5,40
7349,15229,1,1,1009951,5,52,10442,4.5,61
7349,44028,1,2,1009951,5,52,112718,4.5,37
7379,10232,1,0,1286148,4.5,40,260062,4,41
7406,12453,1,2,17833,5,360,34198,3.5,45
7406,12604,1,2,17833,5,360,543129,3,62
7406,17615,1,5,17833,5,360,351000,3.5,70
7406,22888,1,5,17833,5,360,10646,4.5,52
7406,54999,1,4,17833,5,360,1466,4.5,592
7406,62722,1,1,17833,5,360,536650,4.5,209
7450,71985,1,1,20927,4.5,37,267632,3.5,211
7450,75669,1,1,20927,4.5,37,231137,3.5,81
7450,182379,1,1,20927,4.5,37,111802,4,69
7450,349524,1,1,20927,4.5,37,3063,4,37
7548,180592,1,1,23625,4,482,56267,4.5,112
7634,12839,1,1,1037,4,86,50211,4,77
7708,77188,1,1,121231,4.5,66,92749,3.5,45
7734,16475,1,1,220705,4.5,87,18787,4,115
7760,32264,1,1,7278,4,118,1034568,4.5,54
7998,33994,1,0,26652,5,65,40146,4,80
8104,54929,1,1,31612,4,55,321108,4,70
8104,173656,1,0,31612,4,55,165385,4,167
8210,29695,1,1,17609,4.5,41,32114,4.5,517
8226,8590,1,1,65895,3.5,51,745913,3.5,58
8226,131647,1,1,65895,3.5,51,175273,4.5,452
8321,37812,1,1,13674,4.5,149,14766,3.5,816
8321,82414,1,0,13674,4.5,149,151545,5,32
8343,10891,1,1,7423,3.5,33,863641,4.5,91
8363,11697,1,1,66094,4,34,330846,4,71
8481,13039,1,2,413420,4,161,3042,4.5,85
8481,72226,1,1,413420,4,161,296375,3.5,37
8481,141571,1,3,413420,4,161,86398,4,37
8481,175144,1,1,413420,4,161,63740,4,93
8481,347863,1,3,413420,4,161,62505,4,317
8504,179452,1,1,4468,4,107,685650,4,51
8547,36978,1,5,2986,4.5,106,81024,4,123
8547,78662,1,3,2986,4.5,106,333,4,186
8547,110425,1,3,2986,4.5,106,204801,4,109
8547,146616,1,2,2986,4.5,106,137228,4,71
8547,150188,1,2,2986,4.5,106,425699,4,185
8547,159914,1,2,2986,4.5,106,40039,4.5,56
8547,222198,1,2,2986,4.5,106,467843,3.5,32
8547,257933,1,1,2986,4.5,106,381278,4,43
8547,294063,1,2,2986,4.5,106,45923,4,54
8547,315938,1,1,2986,4.5,106,2317,4.5,113
8547,333534,1,4,2986,4.5,106,260682,4,208
8692,39541,1,1,385167,4.5,84,362328,3.5,34
8692,72226,1,1,385167,4.5,84,296375,3.5,37
8692,347863,1,2,385167,4.5,84,62505,4,317
8692,383631,1,2,385167,4.5,84,86542,4.5,46
8903,179378,1,1,197779,4,381,112356,4.5,164
8945,27815,1,1,887778,4.5,41,13715,4.5,39
8971,10974,1,1,108661,4,176,13447,4,61
9117,14425,1,5,1545874,3.5,45,667277,4.5,50
9117,55701,1,3,1545874,3.5,45,21089,4.5,170
9210,46412,1,3,19904,3.5,125,2933716,3.5,71
9242,9893,1,1,72573,3.5,41,6100,4.5,107
9294,22986,1,2,174319,4.5,36,152141,4.5,43
9535,9537,1,1,91971,4.5,85,137980,4,57
9609,35470,1,3,390373,4,40,45947,3.5,53
9659,23044,1,2,210843,4.5,39,148820,4,55
9659,72822,1,1,210843,4.5,39,513311,4,41
9729,178549,1,2,168137,3.5,335,1043241,5,2419
9729,193310,1,1,168137,3.5,335,48494,4.5,92
9771,264640,1,2,443244,4,37,1390382,3.5,32
9771,295402,1,2,443244,4,37,590746,3.5,177
9781,33134,1,1,12128,5,113,464073,3.5,61
9811,46405,1,3,102340,4,104,68980,4.5,78
9811,48494,1,1,102340,4,104,534134,3,128
9811,50132,1,1,102340,4,104,143567,5,140
9811,255265,1,1,102340,4,104,672842,4.5,35
10001,13774,1,1,92783,4,83,462589,3.5,35
10001,25687,1,1,92783,4,83,4320,4.5,57
10001,64469,1,7,92783,4,83,703850,3.5,48
10001,92523,1,2,92783,4,83,276491,5,112
10001,166520,1,1,92783,4,83,242096,4.5,35
10001,386678,1,2,92783,4,83,21035,4,114
10008,12051,1,1,455073,5,35,258545,4,58
10008,96366,1,1,455073,5,35,308901,4.5,40
10252,36212,1,2,358137,4.5,636,478993,4.5,43
10252,52102,1,1,358137,4.5,636,200437,3.5,49
10252,91210,1,1,358137,4.5,636,51434,3,33
10252,142979,1,0,358137,4.5,636,85809,4.5,43
10252,265678,1,3,358137,4.5,636,38544,4.5,51
10252,283876,1,2,358137,4.5,636,34136,3.5,44
10252,312254,1,2,358137,4.5,636,33084,4,34
10252,346021,1,1,358137,4.5,636,84181,3.5,157
10252,377673,1,3,358137,4.5,636,17147,4,244
10612,14565,1,1,16315,4.5,39,8783,3.5,99
10612,19273,1,1,16315,4.5,39,669921,4.5,125
10764,34407,1,0,2964,4,39,162056,3.5,37
10766,20307,1,0,296502,3.5,75,23047,5,64
11085,11638,1,1,101425,2.5,57,38,4,586
11095,20403,1,1,237170,4,72,301109,4,56
11095,178092,1,1,237170,4,72,393465,3.5,32
11146,186664,1,1,10871,4.5,50,672113,4.5,97
11181,20560,1,2,89319,4,39,434024,4,35
11194,21681,1,0,1597362,4.5,303,78042,4.5,41
11284,169377,1,1,220731,4,52,8370,4,464
11284,255337,1,1,220731,4,52,23762,4.5,53
11411,121078,1,0,143453,4,223,684868,4.5,32
11487,22775,1,3,450315,4,317,595612,4.5,98
11637,49436,1,1,9274,4.5,211,326804,3.5,42
11640,96330,1,0,135267,4,121,621554,4,35
11683,11750,1,1,48980,4,40,41350,4.5,145
11683,12493,1,1,48980,4,40,178957,4.5,86
11683,27463,1,1,48980,4,40,109048,4.5,251
11683,44326,1,1,48980,4,40,4066,4.5,81
11683,91108,1,0,48980,4,40,259896,4.5,33
11683,131106,1,1,48980,4,40,141204,4.5,40
11683,298784,1,2,48980,4,40,663886,3.5,91
11750,27463,1,1,41350,4.5,145,109048,4.5,251
11750,138530,1,1,41350,4.5,145,206910,4,62
11750,349542,1,1,41350,4.5,145,987105,4,259
11750,390782,1,1,41350,4.5,145,24233,3,1020
11852,20924,1,1,319851,4,32,2929818,4,40
12112,62923,1,1,256055,4.5,43,6432,5,56
12134,99086,1,1,18825,4.5,44,12202,4,77
12152,203470,1,1,22090,2,160,1123,4.5,34
12310,198078,1,1,533494,4.5,82,265658,4.5,33
12315,12318,1,1,406649,4.5,54,104091,4.5,48
12374,17346,1,2,292483,4.5,37,1881,4,75
12374,48415,1,8,292483,4.5,37,482000,5,70
12420,36149,1,1,221589,5,115,8164,5,56
12420,313591,1,3,221589,5,115,72749,4,45
12420,384411,1,1,221589,5,115,15835,4.5,55
12453,12604,1,2,34198,3.5,45,543129,3,62
12562,13873,1,1,470338,3.5,82,345321,4.5,32
12572,12575,1,0,320368,3,133,112981,4.5,630
12606,16877,1,1,1323459,4,142,77068,4.5,47
12640,120345,1,1,950776,4.5,145,73748,4.5,116
12640,171497,1,2,950776,4.5,145,231395,4.5,67
12640,249154,1,2,950776,4.5,145,63724,4,34
12640,259434,1,2,950776,4.5,145,88376,4.5,101
12644,26206,1,1,70681,4.5,89,3434,4.5,44
12644,27780,1,1,70681,4.5,89,1279286,4,129
12656,216044,1,1,88106,3.5,35,582537,5,37
12812,90660,1,1,65302,4,43,492237,4,538
12929,12936,1,1,355969,4,113,48317,2.5,93
12929,16912,1,1,355969,4,113,164636,4.5,63
12936,16912,1,2,48317,2.5,93,164636,4.5,63
12978,13423,1,1,741309,4.5,37,122671,4,55
13039,13044,1,1,3042,4.5,85,754552,4,1452
13313,20574,1,2,604380,3.5,105,35803,4.5,73
13313,32290,1,2,604380,3.5,105,20919,4.5,194
13313,43799,1,2,604380,3.5,105,173484,5,60
13313,66910,1,3,604380,3.5,105,847133,2.5,83
13323,27707,1,1,489,3.5,485,226561,4,105
13323,65046,1,5,489,3.5,485,1128140,4,90
13323,65850,1,6,489,3.5,485,30325,5,64
13416,372276,1,2,29199,4.5,196,14016,4.5,88
13438,31784,1,0,51650,4.5,33,1402462,4.5,94
13438,31947,1,0,51650,4.5,33,424236,3.5,33
13538,15105,1,1,201390,4,78,218555,4.5,32
13538,26786,1,3,201390,4,78,13247,4,77
13538,99693,1,3,201390,4,78,95220,4.5,60
13538,112608,1,1,201390,4,78,4692,4,122
13538,180980,1,1,201390,4,78,169293,5,36
13538,193391,1,3,201390,4,78,74237,4.5,231
13552,127046,1,2,119015,3.5,607,652238,4,305
13552,231217,1,1,119015,3.5,607,164860,4.5,50
13578,14822,1,1,513532,4,41,1204969,5,47
13762,217267,1,2,121796,4,36,10438,4,54
13774,159160,1,1,462589,3.5,35,467837,4.5,37
13873,16996,1,1,345321,4.5,32,142236,3.5,119
13873,353533,1,1,345321,4.5,32,567538,4,228
13876,29007,1,1,225516,4.5,44,81594,4,58
13933,13934,1,2,94549,4.5,215,96467,3.5,419
13934,37670,1,1,96467,3.5,419,147486,4.5,73
13965,14327,1,1,435641,4.5,72,511080,5,218
13986,15254,1,0,43678,4.5,150,33278,3.5,39
14033,26263,1,1,293761,4.5,275,434220,5,49
14033,29036,1,1,293761,4.5,275,494375,4.5,55
14033,117219,1,1,293761,4.5,275,67523,3.5,61
14041,104557,1,1,214583,4,85,552479,4,90
14058,17002,1,1,178803,4,37,4566,5,34
14103,19248,1,1,136602,4.5,123,89276,4.5,155
14367,14372,1,2,499547,4,253,117730,5,129
14517,198976,1,1,109530,3,245,34709,5,49
14565,19273,1,3,8783,3.5,99,669921,4.5,125
14568,14569,1,2,26245,4.5,94,331099,3,162
14688,186664,1,1,197572,4.5,49,672113,4.5,97
14688,192406,1,1,197572,4.5,49,36491,4,70
14803,16018,1,1,411817,4,44,13402,4,59
14803,46650,1,1,411817,4,44,648383,4,212
14803,56031,1,2,411817,4,44,1231691,4.5,45
14803,297007,1,1,411817,4,44,405889,4,56
14822,267589,1,1,1204969,5,47,101759,3.5,147
14887,18655,1,2,504837,4.5,276,1320585,4.5,80
14890,18655,1,3,334386,4.5,48,1320585,4.5,80
14981,158241,1,1,1856596,4,58,38780,3,260
15105,116048,1,1,218555,4.5,32,10523,3,50
15105,167750,1,1,218555,4.5,32,127707,4.5,52
15105,193508,1,3,218555,4.5,32,22042,4.5,54
15105,248257,1,1,218555,4.5,32,29944,4.5,72
15197,60245,1,1,698098,2.5,62,6725,4.5,99
