"id","cleaned_genres","rating","reviews","salesrank","first_genre","num_main_genres"
2421,"Health, Mind & Body|Diets & Weight Loss|Diets|General|Personal Health|Healthy Living",3,48,286954,"Health, Mind & Body",1
2423,"Literature & Fiction|General|Literary|Authors, A-Z|( A )|Achebe, Chinua",4,408,14276,"Literature & Fiction",1
2461,"Books on Tape|Children's Books|General|Literature|Action & Adventure|Teens|Literature & Fiction|Adventure & Thrillers|Fiction|Adventure|Authors, A-Z|( P )|Paulsen, Gary",4,294,216675,"Books on Tape",4
2534,"Religion & Spirituality|New Age|General|Authors, A-Z|( C )|Castaneda, Carlos",4,37,31450,"Religion & Spirituality",1
2685,"Books on Tape|Literature & Fiction|General|Literary Classics|Authors, A-Z|( O )|Orwell, George",4.5,992,1007371,"Books on Tape",2
2801,"Science Fiction & Fantasy|Authors, A-Z|( W )|Watt, Evans Lawrence|Fantasy|General",4.5,34,340097,"Science Fiction & Fantasy",1
2816,"Literature & Fiction|General|Classics|Contemporary|Literary|World Literature|Russian|Authors, A-Z|( B )|Bradbury, Malcom|( T )|Tolstoy, Leo",4.5,219,804560,"Literature & Fiction",1
2907,"Literature & Fiction|Poetry|General|Inspirational & Religious|Single Authors|British & Irish|Authors, A-Z|( H )|Hughes, Ted",4.5,33,42908,"Literature & Fiction",1
2935,"Health, Mind & Body|Psychology & Counseling|General|Religion & Spirituality|Christianity|Christian Living|Spirituality|Inspirational|Relationships|Marriage|Authors, A-Z|( J )|Jakes, T.D.|Women's Issues",5,73,103845,"Health, Mind & Body",2
2967,"Medicine|Internal Medicine|Oncology|General|Professional & Technical|Medical|Health, Mind & Body|Disorders & Diseases|Cancer",4.5,43,30697,"Medicine",3
2986,"Bargain Books|Literature & Fiction|Fiction|General|Contemporary|Genre Fiction|Historical|Amazon.com Outlet|Categories|Bargain Books Outlet",2.5,37,478693,"Bargain Books",2
3038,"Literature & Fiction|General|Contemporary|Books on CD|Romance|Authors, A-Z|( C )|Collins, Jackie",3.5,44,1118909,"Literature & Fiction",3
3210,"Religion & Spirituality|New Age|General|Reincarnation|Authors, A-Z|( B )|Browne, Sylvia|Spirituality|Personal Transformation",4,35,146279,"Religion & Spirituality",1
3236,"Religion & Spirituality|Authors, A-Z|( P )|Peretti, Frank|General|Paperback|Fiction",4,187,498403,"Religion & Spirituality",1
3247,"Business & Investing|General|Nonfiction|Social Sciences|Popular Culture|Politics|Computers & Internet",4.5,71,66494,"Business & Investing",3
3250,"Medicine|Physician & Patient|Diagnosis|Internal Medicine|Cardiology|Professional & Technical|Medical|Physical Examination",4.5,45,708,"Medicine",2
3308,"Biographies & Memoirs|Historical|General|History|Americas|Native American|General & Post-Columbus|Religion & Spirituality|Other Practices|Tribal & Ethnic",4.5,43,664962,"Biographies & Memoirs",3
3337,"Home & Garden|Crafts & Hobbies|Woodworking|Furniture & Carpentry|Home Design|Design & Construction|Remodeling & Renovation|General|Kitchens|How-to & Home Improvements|Do-It-Yourself",4.5,35,2333,"Home & Garden",1
3391,"Business & Investing|Finance|Finance & Investing|General|Industries & Professions|Accounting|Banks & Banking|Investing|Science|Mathematics|Applied|Professional & Technical|Professional Science|Accounting & Finance|New & Used Textbooks|Sciences|Business & Finance|Economics|Microeconomics|Home & Office|Business & Investing Books",4,50,14301,"Business & Investing",3
3430,"Literature & Fiction|World Literature|United States|Classics|Steinbeck, John|General|Literary|History & Criticism|Criticism & Theory|Authors, A-Z|( S )|Paperback",4.5,517,593796,"Literature & Fiction",1
3432,"Biographies & Memoirs|Arts & Literature|Authors|General|Historical|British|Professionals & Academics|Philosophers|Religion & Spirituality|Occult|Occultism",4,33,415822,"Biographies & Memoirs",2
3458,"Business & Investing|Economics|Economic History|Theory|General|History|Americas|United States|Colonial Period|Home & Office|Business & Investing Books",4,52,18068,"Business & Investing",2
3475,"Children's Books|Animals|Bears|Fiction|Mice, Hamsters, Guinea Pigs & Squirrels|Ages 4-8|Picture Books|General|Authors & Illustrators, A-Z|( W )|Wood, Audrey & Don",5,57,7719,"Children's Books",1
3791,"Computers & Internet|Operating Systems|Unix|BSD|General",4,32,546878,"Computers & Internet",1
3829,"Children's Books|Animals|Dogs|Fiction|Literature|Action & Adventure|People & Places|Family Life|Multigenerational|Sports & Activities|Sports|Winter Sports|Ages 9-12|General",4,232,3466,"Children's Books",2
3858,"Literature & Fiction|World Literature|United States|Classics|General|Books & Reading|Reference|Education|Book Notes",3.5,709,104583,"Literature & Fiction",2
3866,"Entertainment|Humor|Parodies|Religion & Spirituality|Christianity|Christian Living|General",4,38,393765,"Entertainment",2
3971,"Health, Mind & Body|Psychology & Counseling|Neuropsychology|Science|History & Philosophy|General|Medicine|Internal Medicine|Neurology|Professional & Technical|Medical|Biological Sciences|Anatomy",4.5,63,386873,"Health, Mind & Body",4
3973,"Children's Books|History & Historical Fiction|Fiction|Medieval|Literature|Action & Adventure|Religions|Christian|Teens|Literature & Fiction|Adventure & Thrillers|Historical Fiction|General|Christianity|Ages 9-12",3,38,137258,"Children's Books",3
4105,"Biographies & Memoirs|Arts & Literature|Composers & Musicians|General|Rock|Entertainment|Music|Musical Genres|People, A-Z|( C )|Cobain, Kurt",4,206,136390,"Biographies & Memoirs",2
4249,"Literature & Fiction|General|Classics|World Literature|British|Shakespeare|Books on CD|Poetry & Drama|Drama|Playwrights, A-Z|( S )|Shakespeare, William|Poetry|Poets, A-Z|Authors, A-Z",4.5,36,166140,"Literature & Fiction",2
4311,"Children's Books|People & Places|Multicultural Stories|Native North & South Americans|Social Issues|Special Needs|Fiction|Literature & Fiction|World Literature|United States|Native American|Dorris, Michael|Authors, A-Z|( D )|Ages 9-12|General",3,33,167430,"Children's Books",2
4390,"Science Fiction & Fantasy|Authors, A-Z|( T )|Tepper, Sheri S.|Science Fiction|General",3.5,55,551077,"Science Fiction & Fantasy",1
4391,"Business & Investing|Economics|Economic Conditions|Nonfiction|Politics|General|Ideologies|Communism & Socialism|Radical Thought|Home & Office|Business & Investing Books",3.5,210,2028767,"Business & Investing",2
4465,"Mystery & Thrillers|Mystery|General|Thrillers|Psychological & Suspense|Suspense|Authors, A-Z|( W )|Walters, Minette",4,33,68908,"Mystery & Thrillers",1
4558,"Horror|United States|Authors, A-Z|( L )|Lumley, Brian|General|Vampires",4.5,118,668333,"Horror",1
4559,"Science Fiction & Fantasy|Science Fiction|General|Series|Media Series|Star Wars|Authors, A-Z|( B )|Bear, Greg|Hardcover",3.5,171,152907,"Science Fiction & Fantasy",1
4712,"Computers & Internet|Certification Central|Publisher|Sybex|Networking|Notes|Networks, Protocols & API's|Bridges & Routers|Networks|Exams|CCNA|Cisco|General",4.5,84,506887,"Computers & Internet",1
4714,"Nonfiction|Government|Democracy|Politics|General|Freedom & Security",4,97,9168,"Nonfiction",1
4728,"Religion & Spirituality|Christianity|Fiction & Poetry|Fiction|Science Fiction & Fantasy|Authors, A-Z|( J )|Jenkins, Jerry|General|Paperback|( L )|Lahaye, Tim|Large Print|Literature & Fiction",4,406,1113061,"Religion & Spirituality",3
4875,"Literature & Fiction|General|Contemporary|Literary",4.5,37,23766,"Literature & Fiction",1
4877,"Literature & Fiction|Books & Reading|History of Books|General|Literary|Genre Fiction|Historical|Books on CD|Book Clubs|Popular Fiction",3.5,88,364717,"Literature & Fiction",2
5100,"Children's Books|Literature|Humorous|Teens|Literature & Fiction|General|Authors, A-Z|( R )|Rennison, Louise",4.5,562,246006,"Children's Books",3
5179,"Science Fiction & Fantasy|Science Fiction|General",4.5,35,157426,"Science Fiction & Fantasy",1
5197,"Literature & Fiction|Genre Fiction|Historical|War|Mystery & Thrillers|Authors, A-Z|( G )|Griffin, W. E. B.|General|Paperback|History|Military|World War II|Naval",4.5,34,18493,"Literature & Fiction",3
5204,"Business & Investing|Economics|General|Science|Earth Sciences|Environmental Science|Engineering|Environmental|Professional & Technical|Professional Science|Natural Resources|Home & Office|Business & Investing Books",3.5,303,394632,"Business & Investing",4
5206,"Literature & Fiction|General|Contemporary",4,56,153086,"Literature & Fiction",1
5326,"Religion & Spirituality|New Age|Channeling|General|Reincarnation|Occult|Near-Death Experiences",4.5,177,1053,"Religion & Spirituality",1
5376,"Business & Investing|Biographies & Primers|Inspiration|Management & Leadership|Leadership|Health, Mind & Body|Self-Help|General|Sports|Basketball|College & University",4,45,11021,"Business & Investing",3
5410,"Children's Books|Animals|Bears|Fiction|Literature|Action & Adventure|Humorous|Authors & Illustrators, A-Z|( O )|Oxenbury, Helen",5,33,64606,"Children's Books",1
5426,"Science Fiction & Fantasy|Fantasy|General",4.5,54,1135969,"Science Fiction & Fantasy",1
5561,"Computers & Internet|General|Databases",3.5,38,130605,"Computers & Internet",1
5716,"Literature & Fiction|General|Contemporary",4.5,52,368161,"Literature & Fiction",1
5785,"Children's Books|Literature|Poetry|Dr. Seuss|People & Places|Social Situations|Emotions & Feelings|Fiction|Ages 4-8|Picture Books|General|Popular Characters|Book Characters|Authors & Illustrators, A-Z|( S )",4.5,46,1079852,"Children's Books",1
5786,"Books on Tape|Literature & Fiction|General|Unabridged|Literary|Authors, A-Z|( D )|Dubus, Andre III",3.5,698,482329,"Books on Tape",2
6045,"Mystery & Thrillers|Mystery|General|Authors, A-Z|( M )|McDermid, Val",3.5,32,539881,"Mystery & Thrillers",1
6129,"Computers & Internet|Web Development|Internet Commerce|Web Site Design|Programming|General|Web Programming|Scripting & Programming",3,34,440058,"Computers & Internet",1
6130,"Books on Tape|Children's Books|General|Literature|Humorous|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Authors & Illustrators, A-Z|( R )|Rowling, J.K.|Series|Fantasy & Adventure|Harry Potter Books|Authors, A-Z|Audio Cassette|Fiction|Science Fiction & Fantasy|Rowling, J. K.|Fantasy",4.5,5539,2135,"Books on Tape",3
6170,"Mystery & Thrillers|Police Procedurals|Thrillers|General|Suspense|Authors, A-Z|( K )|Kellerman, Jonathan",3.5,55,18042,"Mystery & Thrillers",1
6244,"Books on Tape|Health, Mind & Body|Personal Growth|Religion & Spirituality|General|Relationships|Interpersonal Relations|Love & Romance|Self-Help|Success|New Age",5,73,277805,"Books on Tape",3
6261,"Children's Books|Religions|Fiction|Christian|Christianity|Ages 4-8",5,43,1198550,"Children's Books",1
6286,"Literature & Fiction|General|Classics|Teens|Authors, A-Z|( W )|Wilder, Thornton",4,72,1375615,"Literature & Fiction",2
6322,"Biographies & Memoirs|Professionals & Academics|Military & Spies|Science|Astronomy|Aeronautics & Astronautics|Leaders & Notable People|Military|General",4.5,70,1553254,"Biographies & Memoirs",2
6391,"Reference|Education|Test Guides - College & University|SAT & PSAT|Science|Mathematics|History|Test Prep Central|General",4,56,123202,"Reference",3
6449,"Literature & Fiction|General|Classics|Literary",3.5,102,18500,"Literature & Fiction",1
6790,"Science Fiction & Fantasy|Fantasy|General|Science Fiction|Adventure|Authors, A-Z|( H )|Heinlein, Robert A.|Paperback",3.5,33,50245,"Science Fiction & Fantasy",1
6854,"Children's Books|Literature|Action & Adventure|Teens|Literature & Fiction|General|Authors, A-Z|( M )|Marsden, John",5,38,139915,"Children's Books",3
6955,"Books on Tape|Literature & Fiction|General|Unabridged|Nonfiction|Religion & Spirituality|Fiction|Biblical",4,33,295073,"Books on Tape",4
7029,"Literature & Fiction|Drama|History|Reference|Education|Book Notes|World Literature|British|Shakespeare|Playwrights, A-Z|( S )|Shakespeare, William|Authors, A-Z|General|Paperback",4,142,939208,"Literature & Fiction",3
7379,"Foreign Language Books|More Languages|Greek",4.5,40,1286148,"Foreign Language Books",1
7406,"Literature & Fiction|General|Classics|Contemporary|Genre Fiction|Historical|World Literature|French|Authors, A-Z|( D )|Dumas, Alexandre",5,360,17833,"Literature & Fiction",1
7450,"Computers & Internet|Operating Systems|Unix|General",4.5,37,20927,"Computers & Internet",1
7494,"Books on Tape|Children's Books|Classics|General|Literature|Classics by Age|People & Places|Multicultural Stories|African-American|Social Issues|Prejudice & Racism|Fiction|Authors & Illustrators, A-Z|( T )|Taylor, Mildred",4,402,136982,"Books on Tape",2
7548,"Literature & Fiction|General|Contemporary|Literary|Authors, A-Z|( B )|Binchy, Maeve",4,482,23625,"Literature & Fiction",1
7551,"Religion & Spirituality|New Age|Divination|Fortune Telling|General|Earth-Based Religions|Paganism|Spirituality|Personal Transformation",4.5,57,21847,"Religion & Spirituality",1
7553,"History|Military|General|Vietnam War|Asia|Vietnam",4.5,217,7045,"History",1
7586,"Books on Tape|Business|Sales|Children's Books|Classics|General|Animals|Apes & Monkeys|Fiction|Literature|Classics by Age|People & Places|Multicultural Stories|Hispanic & Latino|Large Print|Literature & Fiction",5,38,68519,"Books on Tape",3
7708,"Nonfiction|Politics|General|Social Sciences|Sociology|Science|Nature & Ecology|Animal Rights",4.5,66,121231,"Nonfiction",2
7754,"Literature & Fiction|Genre Fiction|War|Science Fiction & Fantasy|Authors, A-Z|( H )|Haldeman, Joe|Science Fiction|Adventure|General|High Tech",4.5,240,92481,"Literature & Fiction",2
7773,"Biographies & Memoirs|General",4.5,85,232035,"Biographies & Memoirs",1
8118,"Books on Tape|Mystery & Thrillers|Mystery|General|Women Sleuths|Police Procedurals|Thrillers|Suspense|Romance|Authors, A-Z|( R )|Roberts, Nora|( E )|Ericksen, Susan",4.5,33,499339,"Books on Tape",3
8216,"Literature & Fiction|World Literature|United States|Classics|General|Contemporary|Literary|Short Stories",4.5,450,2287,"Literature & Fiction",1
8226,"Literature & Fiction|General|Contemporary|Genre Fiction|Westerns",3.5,51,65895,"Literature & Fiction",1
8321,"Romance|Fantasy, Futuristic & Ghost|Contemporary|General|Historical",4.5,149,13674,"Romance",1
8430,"Science Fiction & Fantasy|Authors, A-Z|( S )|Sawyer, Robert J.|Science Fiction|Alternate History|General",4,67,332175,"Science Fiction & Fantasy",1
8443,"Children's Books|Animals|Bears|Fiction|Literature|Humorous|Ages 4-8|Picture Books|General|Authors & Illustrators, A-Z|( D )|Degen, Bruce",5,65,164417,"Children's Books",1
8504,"Children's Books|Literature|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Literature & Fiction|History & Criticism|Criticism & Theory|General|Science Fiction & Fantasy|Fantasy|Science Fiction|Series|Fantasy & Adventure|Harry Potter Books|Paperback",4,107,4468,"Children's Books",3
8533,"Romance|Authors, A-Z|( Q )|Quinn, Julia|General|Historical|Regency",4.5,104,4997,"Romance",1
8701,"Books on Tape|Nonfiction|General|Health, Mind & Body|Psychology & Counseling|Psychoanalysis|Religion & Spirituality|Authors, A-Z|( F )|Frankl, Viktor E.",4.5,194,657898,"Books on Tape",4
8791,"Literature & Fiction|World Literature|British|Classics|Forster, E.M.|General|Authors, A-Z|( B )|Bradbury, Malcom",4.5,87,43243,"Literature & Fiction",1
8864,"Literature & Fiction|World Literature|United States|Classics|Nabokov, Vladimir",4,46,552841,"Literature & Fiction",1
8947,"Religion & Spirituality|Christianity|Christian Living|General|Spirituality|Inspirational|Theology|Soteriology|Authors, A-Z|( L )|Lucado, Max|Hardcover",5,46,134952,"Religion & Spirituality",1
8975,"Biographies & Memoirs|Historical|General|Nonfiction|Politics|History & Theory|Book Clubs|History & Nonfiction|History|Americas|United States|Revolution & Founding",4,303,369,"Biographies & Memoirs",3
9107,"Children's Books|Literature|Action & Adventure|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Ages 4-8|General",4.5,43,300286,"Children's Books",1
9117,"Science Fiction & Fantasy|Fantasy|Epic|Science Fiction|General|Books on Tape|Authors, A-Z|( C )|Card, Orson Scott|Series",3.5,45,1545874,"Science Fiction & Fantasy",2
9329,"Children's Books|Literature|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Science Fiction & Fantasy|Authors, A-Z|( W )|Wrede, Patricia|Ages 9-12|General",5,85,177725,"Children's Books",2
9339,"Home & Garden|Animal Care & Pets|Horses|General|Religion & Spirituality|New Age|Spirituality",4.5,49,10710,"Home & Garden",2
9344,"Computers & Internet|Certification Central|Publisher|Osborne-McGraw-Hill|Networking|Networks, Protocols & API's|Networks|Exams|Network+|General|New & Used Textbooks|Computer Science & Information Systems",4,40,57438,"Computers & Internet",1
9537,"Horror|Authors, A-Z|( C )|Clegg, Douglas|General",4,57,137980,"Horror",1
9667,"Nonfiction|Government|Democracy|Politics|General|True Accounts|True Crime|Professional & Technical|Accounting & Finance|International|Finance|Corporate Finance",4.5,141,39311,"Nonfiction",2
9716,"Literature & Fiction|General|Literary|World Literature|Latin American|Authors, A-Z|( G )|Garcia Marquez, Gabriel",4.5,223,529812,"Literature & Fiction",1
9831,"Children's Books|History & Historical Fiction|United States|Fiction|General|People & Places|Family Life|Multigenerational|Social Issues|Death & Dying|Social Situations|Values|Literature & Fiction|Authors, A-Z|( O )|O'Brien, Tim",3.5,40,143676,"Children's Books",2
9888,"Literature & Fiction|General|Contemporary|Literary",3.5,64,332896,"Literature & Fiction",1
10001,"Mystery & Thrillers|Mystery|General|Police Procedurals|Authors, A-Z|( H )|Hillerman, Tony|Books on CD|Literature & Fiction|Books on Tape|Unabridged",4,83,92783,"Mystery & Thrillers",4
10025,"Sports|Baseball|General",4.5,252,4371,"Sports",1
10077,"Computers & Internet|Programming|Introductory & Beginning|General|Languages & Tools|C & C++|Tutorials",3.5,43,152452,"Computers & Internet",1
10232,"Entertainment|Humor|Essays|General|Books on CD",4,41,260062,"Entertainment",2
10241,"Romance|Authors, A-Z|( L )|Lowell, Elizabeth|General|Historical",5,40,78536,"Romance",1
10252,"Literature & Fiction|World Literature|British|Classics|Austen, Jane|General|Authors, A-Z|( A )|Paperback",4.5,636,358137,"Literature & Fiction",1
10378,"Literature & Fiction|General|Literary|Short Stories|Book Clubs|Popular Fiction",4,46,57164,"Literature & Fiction",1
10449,"Books on Tape|Children's Books|Classics|General|Literature|Classics by Age|People & Places|Social Issues|Death & Dying|Fiction|Authors & Illustrators, A-Z|( R )|Rylant, Cynthia|Adventure",3.5,68,205647,"Books on Tape",2
10492,"Health, Mind & Body|Relationships|Interpersonal Relations|Love & Romance|Self-Help|General|Motivational|Self-Esteem|Authors, A-Z|Vanzant, Iyanla|Paperback",4,119,3096,"Health, Mind & Body",1
10511,"Literature & Fiction|General|Contemporary|Genre Fiction|Historical|World Literature|United States|African American|Danticat, Edwidge|Book Clubs|Popular Fiction",4.5,50,17749,"Literature & Fiction",1
10661,"History|Americas|United States|Civil War|General",3.5,182,16257,"History",1
10748,"History|Military|Naval|United States|General|Nonfiction|Transportation|Travel|States|New Hampshire|Specialty Travel|Adventure|Categories|Travel Books",4.5,120,104753,"History",3
10760,"Literature & Fiction|General|Contemporary|Short Stories",4.5,44,147873,"Literature & Fiction",1
10781,"Children's Books|Literature|Action & Adventure|Classics by Age|General|Literature & Fiction|World Literature|British|19th Century|Teens|Adventure & Thrillers|Classics|Authors & Illustrators, A-Z|( S )|Stevenson, Robert Louis|( W )|Wyeth, N.C.",4,68,382191,"Children's Books",3
10828,"Literature & Fiction|General|Contemporary|Literary|Authors, A-Z|( W )|Welsh, Irvine",4,54,74340,"Literature & Fiction",1
10891,"Books on Tape|Literature & Fiction|General|Unabridged|Contemporary",4.5,91,863641,"Books on Tape",2
10905,"Computers & Internet|Digital Business & Culture|History|Programming|Algorithms|General|Science|History & Philosophy|History of Science|Mathematics|Pure Mathematics|Discrete Mathematics|Professional & Technical|Professional Science|Home & Office|Computer & Internet Books|Internet",2.5,38,369669,"Computers & Internet",4
11018,"Children's Books|Literature|Classics by Age|General|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Literature & Fiction|World Literature|British|Classics|Carroll, Lewis|Authors, A-Z|( C )|Authors & Illustrators, A-Z|Boxed Sets|All Children's Boxed Sets",4.5,180,814611,"Children's Books",2
11072,"Biographies & Memoirs|General|Leaders & Notable People|Presidents & Heads of State|Professionals & Academics|Military & Spies|Historical|United States|Military|People, A-Z|( G )|Grant, Ulysses S.",4,48,112803,"Biographies & Memoirs",1
11443,"Literature & Fiction|Genre Fiction|Movie Tie-Ins|General|Literary|Historical|Authors, A-Z|( O )|Ondaatje, Michael|Book Clubs|Popular Fiction",4,263,16708,"Literature & Fiction",1
11522,"History|Military|United States|General|Americas|Civil War|Campaigns",4.5,129,66695,"History",1
11638,"Health, Mind & Body|Diets & Weight Loss|Diets|General|Healthy|Weight Loss",4,586,38,"Health, Mind & Body",1
11673,"Books on Tape|Children's Books|General|Literature|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Science Fiction & Fantasy|Authors, A-Z|( L )|LeGuin, Ursula K.|Fantasy|Epic|Science Fiction|Authors & Illustrators, A-Z|Le Guin, Ursula K.|Fiction|Series|Earthsea",4,95,222203,"Books on Tape",3
11697,"Horror|Authors, A-Z|( P )|Piccirilli, Tom|General",4,71,330846,"Horror",1
11728,"Health, Mind & Body|Diets & Weight Loss|Diets|Healthy|Parenting & Families|General|Personal Health|Healthy Living",3,48,302280,"Health, Mind & Body",2
11732,"Romance|General|Authors, A-Z|( L )|Lindsey, Johanna|Paperback|Historical",3,61,63404,"Romance",1
12010,"Health, Mind & Body|Relationships|Interpersonal Relations|Self-Help|General|Reference|Words & Language|Communication",4.5,37,115276,"Health, Mind & Body",2
12096,"Religion & Spirituality|Christianity|Bibles|Translations|New International",4.5,66,1053036,"Religion & Spirituality",1
