"from_name","to_name","connected","num_common_genre","from_salesrank","from_rating","from_reviews","to_salesrank","to_rating","to_reviews"
2685,2930,1,2,1007371,4.5,992,34796,4.5,104
2814,6580,1,1,5200,4.5,69,79253,4.5,284
2927,3038,1,1,299959,4.5,31,1118909,3.5,44
2986,3738,1,1,478693,2.5,37,555120,4.5,106
2986,16517,1,1,478693,2.5,37,63580,3.5,33
3038,4829,1,3,1118909,3.5,44,254863,3.5,26
3087,20917,1,1,1952,4,439,6446,5,35
3210,3541,1,2,146279,4,35,16906,4,120
3247,17346,1,1,66494,4.5,71,1881,4,75
3247,79634,1,1,66494,4.5,71,547500,3.5,80
3247,98562,1,3,66494,4.5,71,276542,3,167
3247,109240,1,1,66494,4.5,71,1045812,3,76
3371,4497,1,2,111640,3.5,43,617305,3.5,60
3371,33384,1,1,111640,3.5,43,11575,3.5,73
3382,4887,1,3,235716,4.5,52,735032,4.5,57
3430,25681,1,7,593796,4.5,517,258973,3.5,105
3688,78435,1,1,1333989,4.5,26,15924,4.5,137
3738,4977,1,1,555120,4.5,106,9212,4.5,34
3738,16517,1,1,555120,4.5,106,63580,3.5,33
3738,40420,1,3,555120,4.5,106,57062,4.5,46
3782,26472,1,1,324638,4.5,66,253426,5,37
3866,12542,1,1,393765,4,38,97072,4,29
3902,72662,1,1,6438,4.5,108,432966,4.5,30
3920,27125,1,1,65410,2.5,34,668814,4.5,37
4014,8210,1,1,2768,5,84,17609,4.5,41
4249,95025,1,3,166140,4.5,36,235102,3,52
4405,4476,1,1,410412,2.5,30,965439,4.5,29
4465,5204,1,1,68908,4,33,394632,3.5,303
4465,5206,1,1,68908,4,33,153086,4,56
4476,5741,1,1,965439,4.5,29,28800,4,156
4601,4602,1,1,629739,4.5,27,334122,3.5,28
4625,6244,1,1,264418,4,104,277805,5,73
4625,6248,1,2,264418,4,104,41197,3,30
4786,8196,1,0,21123,3,104,38503,4,35
4885,16527,1,0,26276,4.5,27,490358,4.5,27
4896,26220,1,2,123652,4.5,60,47993,3.5,33
4930,30388,1,2,17403,5,42,819608,3.5,70
4930,57309,1,1,17403,5,42,297659,4.5,26
4930,159032,1,1,17403,5,42,372042,4.5,87
4930,190336,1,1,17403,5,42,23859,4.5,30
4930,196903,1,1,17403,5,42,3535,3,44
5204,5206,1,1,394632,3.5,303,153086,4,56
5288,5639,1,2,222778,4.5,43,114259,3.5,30
5341,53117,1,1,375164,4.5,48,382620,4.5,90
5341,76795,1,1,375164,4.5,48,345771,4,61
5376,5378,1,1,11021,4,45,251480,4,91
5402,30644,1,1,36814,4,31,499649,4.5,50
5444,77305,1,2,452209,5,211,3487,3.5,127
5474,5475,1,0,290171,3,29,322444,4,32
5475,8573,1,1,322444,4,32,20840,4.5,33
5475,33517,1,3,322444,4,32,123709,4.5,25
5554,11700,1,4,441660,5,29,1216188,4.5,80
5579,16205,1,2,322662,4.5,36,19068,5,26
5653,7852,1,1,34761,3.5,55,182666,3.5,69
5716,22008,1,1,368161,4.5,52,491926,4,583
5716,64806,1,1,368161,4.5,52,24010,4.5,57
5765,13000,1,2,319674,4.5,50,105557,4.5,81
5765,71393,1,0,319674,4.5,50,531789,4.5,25
5765,79536,1,3,319674,4.5,50,136419,4,1155
5765,105572,1,2,319674,4.5,50,260937,3.5,246
5765,113901,1,1,319674,4.5,50,456154,4.5,34
5765,145476,1,1,319674,4.5,50,196464,4.5,66
5765,169246,1,2,319674,4.5,50,1088735,4.5,141
5765,184992,1,0,319674,4.5,50,11095,4.5,54
5765,190337,1,2,319674,4.5,50,52146,4,403
5765,191551,1,2,319674,4.5,50,160847,4,105
5765,194658,1,1,319674,4.5,50,993077,4.5,395
5765,252403,1,2,319674,4.5,50,24027,4.5,93
5786,10781,1,2,482329,3.5,698,382191,4,68
5786,136641,1,1,482329,3.5,698,315803,4,53
5819,36149,1,1,408167,3,33,8164,5,56
6012,31443,1,0,53047,4.5,59,111674,4,26
6050,8975,1,1,938225,3,31,369,4,303
6129,15393,1,1,440058,3,34,159213,3.5,359
6129,60245,1,1,440058,3,34,6725,4.5,99
6180,12978,1,0,1499288,5,29,741309,4.5,37
6180,22226,1,1,1499288,5,29,808064,4,25
6180,84698,1,1,1499288,5,29,684842,4,41
6180,193599,1,3,1499288,5,29,175069,4,39
6239,246707,1,2,18098,5,38,9799,4,230
6239,249542,1,1,18098,5,38,24965,4,44
6244,6248,1,1,277805,5,73,41197,3,30
6244,34589,1,1,277805,5,73,87847,4.5,31
6261,35124,1,0,1198550,5,43,307541,3,61
6261,218828,1,0,1198550,5,43,743985,3,77
6488,14989,1,1,172852,4.5,33,1183,4.5,50
6488,97634,1,1,172852,4.5,33,463803,3,27
6488,104114,1,0,172852,4.5,33,517694,3.5,38
6488,151321,1,2,172852,4.5,33,601579,4.5,131
6669,6854,1,1,21790,4.5,51,139915,5,38
6678,7548,1,3,99555,3,116,23625,4,482
6709,12517,1,2,4030,4,124,63134,4,67
6709,16976,1,0,4030,4,124,428979,3.5,135
6709,39230,1,1,4030,4,124,31750,4.5,280
6709,84997,1,0,4030,4,124,8631,4,32
6709,86343,1,3,4030,4,124,11493,2,326
6716,11732,1,1,504034,4.5,46,63404,3,61
6854,26757,1,3,139915,5,38,255858,4,58
6854,38132,1,1,139915,5,38,155757,3.5,91
7506,63515,1,1,49050,3.5,31,113471,4,99
7535,20423,1,0,22591,3.5,129,52599,4.5,337
7606,7617,1,1,411572,4.5,194,13107,4,58
7775,8210,1,1,91285,4.5,25,17609,4.5,41
7775,8958,1,2,91285,4.5,25,138494,4,34
7893,86359,1,0,652853,4.5,31,924402,5,128
7925,8515,1,1,966106,4,33,1513589,4.5,68
8012,10132,1,0,306142,3.5,34,170096,3.5,44
8016,20605,1,1,24029,4,583,529423,4,53
8036,8038,1,0,92122,4.5,28,240463,3,30
8420,27327,1,0,1211520,4,26,8999,4.5,26
8762,11411,1,0,315547,4,26,143453,4,223
8791,13986,1,0,43243,4.5,87,43678,4.5,150
8903,14299,1,3,197779,4,381,62103,4.5,35
8927,10225,1,2,43200,4.5,53,871507,4.5,29
8927,10227,1,2,43200,4.5,53,342723,4,390
9107,26594,1,1,300286,4.5,43,329915,4,36
9144,49134,1,1,468218,4,31,11314,4.5,44
9144,156173,1,1,468218,4,31,474788,3.5,25
9144,192372,1,0,468218,4,31,1155288,4,41
9144,193446,1,1,468218,4,31,508928,3.5,44
9210,11685,1,1,19904,3.5,125,153253,3,38
9242,10271,1,1,72573,3.5,41,839429,3.5,51
9251,23483,1,1,1066802,4,65,251579,4,69
9294,124520,1,1,174319,4.5,36,195208,4.5,36
9329,26598,1,1,177725,5,85,570576,5,34
9535,9943,1,2,91971,4.5,85,677998,4,53
9535,10241,1,1,91971,4.5,85,78536,5,40
9535,27323,1,1,91971,4.5,85,405063,4,101
9605,175841,1,1,636328,4.5,177,153058,5,25
9613,27024,1,2,713063,4.5,32,200890,4.5,37
9729,55571,1,3,168137,3.5,335,123351,4.5,29
9888,15603,1,1,332896,3.5,64,687350,4.5,35
9905,27036,1,1,1686510,3.5,56,506679,4,43
10001,18014,1,1,92783,4,83,583329,4,47
10077,24864,1,1,152452,3.5,43,28525,4,1244
10186,13552,1,1,423177,3.5,59,119015,3.5,607
10225,10227,1,6,871507,4.5,29,342723,4,390
10241,27323,1,0,78536,5,40,405063,4,101
10252,12812,1,3,358137,4.5,636,65302,4,43
10252,15175,1,1,358137,4.5,636,40098,4,27
10511,19309,1,1,17749,4.5,50,25356,3.5,59
10712,53587,1,1,218173,4,416,37396,4.5,59
10748,14981,1,1,104753,4.5,120,1856596,4,58
10781,118935,1,1,382191,4,68,226624,5,34
11024,14490,1,1,18871,4.5,80,54311,5,27
11443,244328,1,3,16708,4,263,1485956,4.5,29
11487,16369,1,3,450315,4,317,1414985,3,77
11638,79585,1,1,38,4,586,269,3.5,677
11673,13099,1,1,222203,4,95,317079,4,33
11673,61878,1,1,222203,4,95,38742,5,28
11675,60534,1,2,201229,3.5,31,486188,4,55
11675,138489,1,0,201229,3.5,31,718540,3,29
11728,26988,1,1,302280,3,48,956649,5,69
12009,62326,1,2,379651,4.5,28,1300,5,97
12096,12644,1,0,1053036,4.5,66,70681,4.5,89
12134,21369,1,1,18825,4.5,44,1220786,4.5,97
12134,73508,1,1,18825,4.5,44,27167,4.5,26
12134,174901,1,1,18825,4.5,44,902274,4,300
12151,12152,1,1,472988,5,70,22090,2,160
12223,19750,1,0,221533,2.5,68,23524,4,65
12267,13413,1,1,482088,4.5,43,56426,3.5,32
12373,12374,1,1,41485,4.5,30,292483,4.5,37
12374,105131,1,1,292483,4.5,37,152684,4,87
12517,16976,1,0,63134,4,67,428979,3.5,135
12521,30542,1,3,27833,4.5,25,267412,4,46
12562,37456,1,2,470338,3.5,82,385049,4,185
12562,75184,1,4,470338,3.5,82,412017,5,103
12562,118365,1,0,470338,3.5,82,26162,4.5,41
12562,179761,1,0,470338,3.5,82,233597,5,27
12572,16018,1,0,320368,3,133,13402,4,59
12604,32264,1,1,543129,3,62,1034568,4.5,54
12644,23044,1,1,70681,4.5,89,148820,4,55
12895,18315,1,1,195224,4.5,25,27449,4.5,28
13268,14499,1,1,8384,3.5,55,103698,4,27
13305,24918,1,1,418263,3.5,25,255502,4,94
13305,109112,1,0,418263,3.5,25,80503,4.5,32
13305,172112,1,1,418263,3.5,25,526352,4,188
13313,16094,1,0,604380,3.5,105,228168,4,31
13518,49051,1,1,17077,4,59,9514,4.5,54
13538,20577,1,1,201390,4,78,1627711,3,50
13538,27780,1,1,201390,4,78,1279286,4,129
13615,14144,1,3,515169,3.5,49,108767,4,36
13736,19475,1,1,35163,5,39,425832,3.5,52
13762,44545,1,1,121796,4,36,458248,4.5,57
13933,243265,1,1,94549,4.5,215,498632,3.5,50
14088,14090,1,1,35276,4,71,272310,4.5,454
14151,14868,1,1,236106,4.5,55,138183,4.5,42
14272,51773,1,4,626828,3,32,134879,4,29
14499,33775,1,3,103698,4,27,941,4,267
14517,45100,1,1,109530,3,245,20645,4.5,59
14527,166551,1,1,550791,3,33,327547,4,126
14527,236018,1,1,550791,3,33,1032709,3,49
14569,20575,1,1,331099,3,162,682693,5,417
14658,45519,1,1,253431,4.5,32,26910,4,89
14658,48363,1,0,253431,4.5,32,12309,5,476
14702,32104,1,1,23110,4.5,32,3763,4.5,54
14737,27424,1,1,643551,4,67,174227,4.5,79
14791,48112,1,1,304089,3.5,25,402761,4.5,34
14858,21046,1,1,114423,5,25,341945,3.5,236
14890,16408,1,2,334386,4.5,48,274470,4,90
14906,53679,1,2,407042,4,62,1501343,4,25
14936,22302,1,1,290542,4.5,27,186621,3.5,51
14955,30860,1,1,208982,4,30,23992,3.5,98
14998,178224,1,1,65851,4,30,157007,4,39
15103,39680,1,1,411480,4.5,51,126308,4,27
15105,31195,1,2,218555,4.5,32,850442,4,44
15182,24846,1,1,35472,4,114,521164,4,223
15212,77854,1,3,927999,4.5,124,456555,4,33
15212,204358,1,4,927999,4.5,124,123900,2.5,505
15229,85080,1,1,10442,4.5,61,558119,3,44
15367,54573,1,1,108118,4.5,198,697459,3,55
15672,16166,1,1,198564,4,66,81048,3.5,104
15790,82167,1,1,17224,4.5,80,164494,3.5,41
15834,32060,1,1,6452,4.5,153,476395,5,73
15919,15922,1,7,124720,3.5,1066,41334,4.5,59
15922,18704,1,2,41334,4.5,59,447887,4.5,114
15937,243300,1,1,117816,4.5,44,88211,4.5,25
16019,64598,1,1,43236,4,33,16921,4.5,148
16040,19252,1,1,114565,4,54,3570,4,212
16124,16126,1,1,192981,4.5,35,384020,4,45
16126,18906,1,1,384020,4,45,386356,3,33
16126,27024,1,1,384020,4,45,200890,4.5,37
16128,28152,1,1,111677,5,116,92006,3,612
16176,37010,1,1,120655,4.5,110,253533,4,31
16245,21232,1,3,423641,3.5,28,817834,4.5,32
16268,20143,1,1,885585,3.5,51,663,4.5,70
16375,75681,1,0,42650,4.5,42,110981,4,36
16375,78505,1,3,42650,4.5,42,812695,3.5,26
16375,181868,1,2,42650,4.5,42,11451,3.5,33
16496,16497,1,2,1121840,4,34,199259,4,42
16589,38789,1,2,214609,4.5,503,470224,3.5,59
16613,24132,1,2,154486,4.5,134,754784,4,47
16633,16634,1,2,1767,4.5,54,20841,4.5,111
16769,16770,1,3,331531,4.5,212,8739,3.5,363
16912,56403,1,1,164636,4.5,63,325855,4,52
16922,80914,1,3,772363,4,147,1588127,4,100
17026,21562,1,1,82655,4,29,1005098,3.5,273
17077,35115,1,1,162835,3.5,55,12141,4.5,49
17322,18453,1,1,52435,3.5,47,101245,4,117
17322,36229,1,1,52435,3.5,47,643035,3.5,40
17322,36230,1,3,52435,3.5,47,210206,4,91
17367,19580,1,1,7914,4,299,156766,5,29
17400,23465,1,4,106351,5,26,151471,4,102
17461,211363,1,1,157197,4,42,105624,4,36
17538,150867,1,1,535986,4,72,226035,4,105
17538,161590,1,1,535986,4,72,143181,4,76
17538,198090,1,1,535986,4,72,505618,4.5,50
17538,207399,1,1,535986,4,72,257153,4,53
17538,214364,1,1,535986,4,72,996681,3.5,125
17538,217370,1,1,535986,4,72,79600,4,47
17556,21516,1,0,203905,5,87,268059,3.5,31
17685,36017,1,1,336126,5,36,170198,5,43
17968,24448,1,2,2430,3.5,273,173181,5,41
17968,176731,1,3,2430,3.5,273,100697,4.5,49
18014,19604,1,0,583329,4,47,106526,4,33
18059,20662,1,6,279190,4.5,141,80,5,609
18140,28763,1,3,1844233,4.5,85,1090278,4.5,26
18353,22410,1,1,255620,4,60,550479,4.5,30
18353,73506,1,2,255620,4,60,317525,3.5,55
18394,18396,1,3,455726,4.5,35,650997,4.5,44
18394,76213,1,2,455726,4.5,35,109800,5,97
18397,146222,1,1,1370,5,43,562351,4.5,67
18453,158671,1,2,101245,4,117,60471,4,215
18469,18761,1,2,13570,4.5,27,4128,4,64
18471,32565,1,1,23079,3,332,246609,4,26
18471,107872,1,1,23079,3,332,18308,4.5,26
18477,24689,1,0,446170,3.5,40,379232,3.5,33
18477,124988,1,0,446170,3.5,40,329501,3,252
18477,129032,1,1,446170,3.5,40,369218,4,30
18546,59662,1,1,12029,5,38,161849,3.5,97
18761,176880,1,2,4128,4,64,4553,4.5,48
18875,36986,1,1,9071,4,69,398122,4.5,29
18928,57484,1,1,134842,4,34,299697,3.5,30
18928,236025,1,1,134842,4,34,552409,4.5,47
18928,237684,1,1,134842,4,34,109837,3.5,36
19006,20716,1,1,610963,4.5,49,1550,5,283
19006,24221,1,3,610963,4.5,49,179,5,104
19006,43425,1,4,610963,4.5,49,157327,3,170
19022,19023,1,1,163047,4.5,992,537767,4.5,37
19209,75858,1,1,404867,4,27,124982,4,153
19244,19248,1,1,68774,4.5,35,89276,4.5,155
19252,21733,1,2,3570,4,212,588173,4.5,25
19252,21735,1,2,3570,4,212,832012,4.5,417
19273,45661,1,6,669921,4.5,125,162495,4,25
19273,145476,1,1,669921,4.5,125,196464,4.5,66
19273,216630,1,2,669921,4.5,125,2879958,4,347
19273,225325,1,1,669921,4.5,125,384130,4.5,38
19340,24190,1,1,1228,4.5,102,23347,4,30
19387,21952,1,2,45500,3.5,613,93946,4,31
19526,28763,1,1,68185,3.5,47,1090278,4.5,26
19526,59986,1,1,68185,3.5,47,76096,3.5,25
19526,201850,1,1,68185,3.5,47,175104,4.5,123
19526,241843,1,1,68185,3.5,47,22678,4,416
19551,20629,1,1,197223,3.5,58,227728,4,420
19580,40065,1,2,156766,5,29,67010,4,64
19721,25966,1,1,12435,4.5,27,337057,3,32
19938,136385,1,1,248723,4.5,106,134622,4,44
20001,28392,1,1,301892,4.5,51,20709,5,92
20068,21238,1,0,621690,4,27,360793,4.5,37
20084,37436,1,0,191737,4.5,75,35995,4,48
20163,46853,1,2,414455,4,28,13221,4.5,26
20248,179680,1,2,290115,4.5,42,1571799,4.5,145
20423,43852,1,2,52599,4.5,337,155045,4.5,132
20527,22460,1,1,92812,4,100,174302,2.5,51
20560,226673,1,2,434024,4,35,524221,3.5,55
20622,23717,1,5,32780,4.5,219,66631,4.5,36
20702,20704,1,1,145147,3.5,31,238500,4.5,28
20704,28340,1,1,238500,4.5,28,122064,4,26
20944,155298,1,1,44469,4,162,221860,4.5,61
21090,22903,1,1,231997,4,44,9196,4,41
21266,36411,1,1,545115,4,41,337489,3,55
21266,60699,1,1,545115,4,41,78487,5,31
21284,24244,1,1,4644,4,30,56398,4.5,164
21369,174901,1,3,1220786,4.5,97,902274,4,300
21371,21372,1,1,680405,3,60,59342,4,55
21387,32642,1,0,526676,3.5,38,617179,4.5,99
21387,38039,1,0,526676,3.5,38,66164,4.5,33
21387,46317,1,0,526676,3.5,38,9293,4,43
21388,35594,1,1,1341951,3.5,46,445937,3,25
21388,67506,1,1,1341951,3.5,46,103539,4.5,38
21404,21405,1,2,159161,4,28,15306,3,25
21418,83539,1,1,19496,4,34,687329,4,30
21516,74440,1,1,268059,3.5,31,351529,4,38
21539,36901,1,0,35875,4,29,340246,3.5,63
21681,237044,1,2,78042,4.5,41,171339,5,88
21733,21735,1,1,588173,4.5,25,832012,4.5,417
21774,22722,1,1,54156,4.5,55,263331,4,52
21876,21877,1,1,1074816,3.5,54,178661,4.5,26
21988,35741,1,1,150478,5,44,369422,4,406
22075,53175,1,1,144756,4,31,275,4.5,990
22075,233088,1,1,144756,4,31,1761365,3.5,205
22090,23153,1,2,339260,3.5,49,444,4,144
22105,29036,1,1,2163,4,73,494375,4.5,55
22105,255452,1,1,2163,4,73,178820,3.5,25
22106,72786,1,1,188376,3,83,19482,4,76
22302,22933,1,1,186621,3.5,51,186308,4.5,53
22464,107851,1,1,292557,4.5,29,65246,5,80
22464,141293,1,1,292557,4.5,29,117674,3.5,27
22544,31048,1,1,442939,4.5,52,152122,4.5,36
22544,31051,1,1,442939,4.5,52,207,4.5,57
22544,33752,1,1,442939,4.5,52,301701,4.5,69
22568,25557,1,0,7012,4.5,51,19546,4.5,49
22732,119394,1,2,281024,5,34,578197,4,29
22750,27385,1,1,47959,4.5,43,332099,3.5,29
22750,99520,1,1,47959,4.5,43,43058,4.5,38
22881,23943,1,3,624297,4,147,52121,4.5,55
22891,248184,1,1,252817,4,299,264104,3.5,34
22971,26644,1,1,249343,4.5,79,407719,4,48
23321,27981,1,1,109171,4.5,29,428506,4,116
23321,27982,1,2,109171,4.5,29,159513,5,53
23529,33866,1,1,56139,4.5,37,184311,4,27
24305,33462,1,2,240800,4,52,5431,4.5,88
24305,135287,1,1,240800,4,52,181620,4,32
24420,68978,1,0,244059,3.5,69,348838,4.5,29
24459,25901,1,1,167112,4,98,135279,3.5,168
24459,86343,1,1,167112,4,98,11493,2,326
24521,24522,1,2,806733,4.5,92,23269,4,68
24689,150403,1,0,379232,3.5,33,762343,4.5,59
24918,35921,1,1,255502,4,94,251766,4.5,249
25100,42802,1,1,2021,4.5,26,267767,3.5,28
25398,134691,1,1,57935,4,59,900,5,191
25613,52750,1,1,652616,4.5,26,101389,4,126
25614,32726,1,5,678,4,126,484773,4.5,80
25616,31960,1,1,60221,3.5,35,790422,4.5,39
25616,31961,1,2,60221,3.5,35,138863,4,70
25758,25759,1,1,979467,3,81,319212,4.5,35
25759,71625,1,1,319212,4.5,35,583423,3,56
25817,40420,1,0,221855,4.5,29,57062,4.5,46
25977,25979,1,1,2121,4,996,7876,4.5,90
25979,33597,1,4,7876,4.5,90,27966,4.5,31
25982,34772,1,2,655305,3.5,36,615717,4,60
25982,53122,1,1,655305,3.5,36,693259,3.5,45
25992,185822,1,1,5432,5,34,162378,4,40
26149,26151,1,1,409192,4,196,414009,4,324
26158,178743,1,1,60604,4,25,607666,3,28
26175,51190,1,2,66296,4,37,220700,4,46
26175,51193,1,1,66296,4,37,163102,4.5,59
26310,101918,1,1,17997,4.5,381,1747905,4,60
26482,28061,1,1,103233,4.5,30,245019,4.5,72
26535,26537,1,3,178564,4.5,47,200407,4.5,293
26594,44846,1,1,329915,4,36,341037,4,36
26598,45187,1,1,570576,5,34,257949,4,28
26598,122275,1,0,570576,5,34,1471165,4.5,337
26746,30319,1,1,333680,3.5,56,46475,5,30
26757,38132,1,1,255858,4,58,155757,3.5,91
26899,26901,1,1,12205,4.5,36,138991,4,33
26899,210992,1,5,12205,4.5,36,13715,4.5,123
27323,36646,1,1,405063,4,101,337663,4.5,28
27558,93539,1,3,54101,3.5,810,32295,4.5,44
27558,145435,1,1,54101,3.5,810,23477,4.5,41
27631,28093,1,2,28030,3.5,168,123305,4.5,143
27635,112704,1,0,45084,4.5,27,1091898,4.5,225
27651,26112,1,1,163994,4,131,382845,4.5,55
27918,31092,1,1,326626,4,30,20447,4.5,45
27981,29066,1,1,428506,4,116,28873,3.5,52
28061,61375,1,2,245019,4.5,72,743367,5,51
28075,61378,1,0,38590,3.5,30,868239,5,42
28119,28122,1,1,24822,4.5,35,1356555,3.5,44
28119,46562,1,1,24822,4.5,35,484365,4.5,249
28257,31786,1,1,199579,4,28,2749,4.5,113
28296,38897,1,2,534844,3,45,33082,4.5,36
28358,37061,1,1,1179238,4,188,358106,4.5,685
28358,63486,1,2,1179238,4,188,23722,5,68
28373,67525,1,1,67078,4.5,31,4266,4.5,60
28763,231133,1,1,1090278,4.5,26,1662,3.5,1261
28779,43532,1,2,59756,4,27,786305,4.5,25
28779,52598,1,1,59756,4,27,100017,4.5,54
28779,74609,1,2,59756,4,27,673173,4.5,212
28905,30359,1,1,412802,2.5,28,1690,4,174
29054,178609,1,1,220825,3.5,94,135844,4.5,36
29062,29065,1,1,290351,3.5,52,430,4.5,332
29202,29246,1,1,3531,4.5,81,133065,4.5,551
29405,30313,1,0,16234,4.5,64,1533110,4,30
29405,48874,1,1,16234,4.5,64,15196,4.5,76
29411,42009,1,2,11900,4,1090,524067,4,26
29411,162934,1,1,11900,4,1090,220837,3.5,26
29550,33259,1,2,38329,5,360,240388,4,29
29576,52241,1,1,1262088,4.5,1185,32710,4,28
29624,32044,1,2,38315,4.5,77,530290,3.5,64
29624,35059,1,3,38315,4.5,77,1660742,4.5,99
29642,29643,1,1,9900,5,50,198548,4,33
29835,31818,1,1,298641,2.5,290,921007,4.5,97
29905,63341,1,1,417542,4,35,847642,4.5,26
29924,44046,1,4,382405,5,40,9989,4.5,38
30227,30231,1,2,612012,4.5,124,17374,3.5,46
30310,215776,1,3,153657,3.5,30,730595,4,41
30388,237080,1,0,819608,3.5,70,19704,3.5,91
30614,42769,1,1,229964,4.5,106,61404,4.5,64
30617,74143,1,1,541232,4,39,131911,4,112
30759,244250,1,1,350723,4,84,8568,5,56
30822,50823,1,2,495559,4,41,232026,4.5,84
30919,37868,1,2,301798,4,419,237849,4.5,29
31039,39245,1,1,218519,2.5,77,491199,5,52
31039,50341,1,1,218519,2.5,77,118899,4.5,87
31048,31051,1,1,152122,4.5,36,207,4.5,57
31048,33752,1,1,152122,4.5,36,301701,4.5,69
31051,33752,1,2,207,4.5,57,301701,4.5,69
31168,36762,1,1,485260,3.5,235,179454,4,299
