"from_name","to_name","connected","num_common_genre","from_salesrank","from_rating","from_reviews","to_salesrank","to_rating","to_reviews","from_degree","from_closeness","from_betweenness","from_transitivity","from_eigenvec_centrality","to_degree","to_closeness","to_betweenness","to_transitivity","to_eigenvec_centrality","same_community"
185,276781,1,2,14050,3.5,45,488176,3.5,28,2,1.07450164613652e-06,0,1,2.4318483674426e-05,NA,NA,NA,NA,NA,NA
185,288521,1,4,14050,3.5,45,513776,4.5,73,2,1.07450164613652e-06,0,1,2.4318483674426e-05,NA,NA,NA,NA,NA,NA
185,302166,1,1,14050,3.5,45,7251,3.5,138,2,1.07450164613652e-06,0,1,2.4318483674426e-05,NA,NA,NA,NA,NA,NA
185,306579,1,2,14050,3.5,45,111953,3.5,40,2,1.07450164613652e-06,0,1,2.4318483674426e-05,NA,NA,NA,NA,NA,NA
185,324669,1,2,14050,3.5,45,2710,4.5,221,2,1.07450164613652e-06,0,1,2.4318483674426e-05,NA,NA,NA,NA,NA,NA
185,326852,1,1,14050,3.5,45,242856,4.5,172,2,1.07450164613652e-06,0,1,2.4318483674426e-05,NA,NA,NA,NA,NA,NA
185,330271,1,2,14050,3.5,45,557790,4,29,2,1.07450164613652e-06,0,1,2.4318483674426e-05,NA,NA,NA,NA,NA,NA
185,365112,1,1,14050,3.5,45,124492,3.5,45,2,1.07450164613652e-06,0,1,2.4318483674426e-05,NA,NA,NA,NA,NA,NA
185,369499,1,2,14050,3.5,45,3633,4,57,2,1.07450164613652e-06,0,1,2.4318483674426e-05,NA,NA,NA,NA,NA,NA
185,381517,1,1,14050,3.5,45,56325,5,75,2,1.07450164613652e-06,0,1,2.4318483674426e-05,NA,NA,NA,NA,NA,NA
185,384760,1,1,14050,3.5,45,251935,3.5,45,2,1.07450164613652e-06,0,1,2.4318483674426e-05,NA,NA,NA,NA,NA,NA
193,3973,1,2,10350,3,261,137258,3,38,18,1.44675507304666e-06,0.00674405274593156,0.0196078431372549,0.123839182738458,3,1.05982163201933e-06,1.8506951095999e-05,0.333333333333333,1.49478909867325e-06,0
193,212539,1,1,10350,3,261,67386,4,55,18,1.44675507304666e-06,0.00674405274593156,0.0196078431372549,0.123839182738458,3,9.1621573582202e-07,7.16231486801358e-06,0.666666666666667,2.32865906114812e-09,0
220,3236,1,2,828048,4.5,30,498403,4,187,3,1.00580247447525e-06,0.000115951004426347,0,2.51631677623314e-06,3,1.21048815355769e-06,0.00017075635229702,0,4.53939991455111e-05,0
255,257,1,3,144965,4,27,38960,4.5,167,3,1.19383313555498e-06,0,1,0.00130747372291159,7,1.12906959020419e-06,1.88739643738101e-05,0.19047619047619,0.000224654106604507,0
255,16482,1,1,144965,4,27,1015787,4,345,3,1.19383313555498e-06,0,1,0.00130747372291159,2,9.98111572904065e-07,3.04157624535512e-06,0,5.25336139439286e-06,0
255,20386,1,1,144965,4,27,876,4,433,3,1.19383313555498e-06,0,1,0.00130747372291159,1,1,0,NA,8.81051856813719e-16,0
255,52102,1,1,144965,4,27,200437,3.5,49,3,1.19383313555498e-06,0,1,0.00130747372291159,3,1.20541908202515e-06,7.16121483501281e-06,0.666666666666667,0.00171041009866769,0
257,2967,1,1,38960,4.5,167,30697,4.5,43,7,1.12906959020419e-06,1.88739643738101e-05,0.19047619047619,0.000224654106604507,1,1,0,NA,8.80869730018854e-16,0
257,10332,1,2,38960,4.5,167,23094,5,28,7,1.12906959020419e-06,1.88739643738101e-05,0.19047619047619,0.000224654106604507,2,8.90180243695744e-07,0,1,8.67776953875877e-07,0
257,18286,1,1,38960,4.5,167,81813,4,30,7,1.12906959020419e-06,1.88739643738101e-05,0.19047619047619,0.000224654106604507,8,8.64610622606109e-07,0.000114590337687213,0.214285714285714,5.80969877314895e-08,0
265,1945,1,3,100261,4.5,47,46189,4.5,29,4,1.26928681312544e-06,3.00009000210004e-10,0.666666666666667,0.00655489395327306,3,1.20362145623753e-06,1.87782594381647e-05,0.333333333333333,0.000132972908601129,0
265,52156,1,1,100261,4.5,47,10990,3.5,868,4,1.26928681312544e-06,3.00009000210004e-10,0.666666666666667,0.00655489395327306,1,1.20871337296302e-06,0,NA,1.29833880271023e-05,0
265,230606,1,2,100261,4.5,47,703003,4.5,35,4,1.26928681312544e-06,3.00009000210004e-10,0.666666666666667,0.00655489395327306,0,NA,0,NA,1.02750738949566e-15,0
265,262391,1,1,100261,4.5,47,357505,4.5,38,4,1.26928681312544e-06,3.00009000210004e-10,0.666666666666667,0.00655489395327306,NA,NA,NA,NA,NA,NA
265,327896,1,2,100261,4.5,47,20333,4,38,4,1.26928681312544e-06,3.00009000210004e-10,0.666666666666667,0.00655489395327306,NA,NA,NA,NA,NA,NA
282,229871,1,1,135990,4.5,74,195265,5,29,2,8.27077867727091e-07,1.43248297420273e-05,0,3.03607831429256e-09,1,1,0,NA,8.80913598880959e-16,0
350,5426,1,1,445384,4,29,1135969,4.5,54,4,1.12421698287143e-06,8.70475927651604e-05,0,0.000166796487501328,7,1.14867006979319e-06,0.000149903748372411,0.571428571428571,5.7974187034228e-06,0
350,6244,1,1,445384,4,29,277805,5,73,4,1.12421698287143e-06,8.70475927651604e-05,0,0.000166796487501328,4,1.04624617335462e-06,5.03741501830924e-05,0.333333333333333,1.83473641993238e-05,0
435,439,1,1,125967,4.5,27,105471,4.5,62,22,1.24634043290389e-06,0.0007917526371616,0.0692640692640693,0.0044759700169825,6,1.08256155715654e-06,0.000355102714338538,0.133333333333333,3.78995309967447e-05,0
435,2555,1,1,125967,4.5,27,101233,3.5,108,22,1.24634043290389e-06,0.0007917526371616,0.0692640692640693,0.0044759700169825,37,1.43083828522617e-06,0.00553981352076639,0.012012012012012,0.145300573693022,0
439,2555,1,3,105471,4.5,62,101233,3.5,108,6,1.08256155715654e-06,0.000355102714338538,0.133333333333333,3.78995309967447e-05,37,1.43083828522617e-06,0.00553981352076639,0.012012012012012,0.145300573693022,0
448,10227,1,2,607,4.5,141,342723,4,390,21,1.35500987802201e-06,0.00244290518504734,0.0380952380952381,0.00410391636676779,2,0.05,0,1,9.27529147080737e-16,0
448,101173,1,1,607,4.5,141,484543,4,37,21,1.35500987802201e-06,0.00244290518504734,0.0380952380952381,0.00410391636676779,5,8.79623521132955e-07,1.33337333426669e-10,0.8,7.2312532816424e-11,0
450,1602,1,4,52294,4.5,179,486232,4,50,24,1.47583831305777e-06,0.00774467621991404,0.0181159420289855,0.131452684247181,5,1.22684182696377e-06,8.41813361842034e-05,0.2,0.000941221794137026,0
472,40601,1,1,149198,4.5,47,608134,4,29,5,1.35893752828289e-06,0.000442531090962979,0.3,0.000498680352783713,2,6.91792572914937e-07,0,1,2.0088859909598e-13,0
472,148899,1,1,149198,4.5,47,589632,4.5,51,5,1.35893752828289e-06,0.000442531090962979,0.3,0.000498680352783713,4,1.07339787316945e-06,0.000116553029648922,0.166666666666667,2.65205012617915e-08,0
472,159315,1,1,149198,4.5,47,86994,4.5,25,5,1.35893752828289e-06,0.000442531090962979,0.3,0.000498680352783713,2,1.15938802862297e-06,1.14076906548668e-06,0,7.19619900406543e-07,0
501,502,1,1,348971,4.5,55,156004,3,28,4,1.26928681312544e-06,1.43248297420273e-05,0.5,0.00609360328138892,2,1.2554092445826e-06,7.65849975867523e-05,0,0.00238035116491083,0
561,640,1,1,440649,4,78,136193,4,64,3,1.12840581083856e-06,0.000131773615599877,0,0.00010860051416798,1,9.35773206005792e-07,0,NA,6.87286896502989e-07,0
575,658,1,1,178278,4.5,56,680025,4,77,3,1.01108656417619e-06,0,1,7.99595154615004e-06,8,1.22369963558225e-06,0.000222363226364718,0.25,0.00207494167403417,0
575,113097,1,1,178278,4.5,56,6155,4,25,3,1.01108656417619e-06,0,1,7.99595154615004e-06,3,1.11582609627124e-06,1.3746264534116e-06,0.333333333333333,0.000210077723923018,0
575,148899,1,1,178278,4.5,56,589632,4.5,51,3,1.01108656417619e-06,0,1,7.99595154615004e-06,4,1.07339787316945e-06,0.000116553029648922,0.166666666666667,2.65205012617915e-08,0
577,1314,1,1,758,4.5,316,112118,4,26,17,1.20897202317841e-06,0.000383350224362473,0.0955882352941176,5.67362767583212e-05,7,1.13096840300476e-06,0.000172714802542222,0.142857142857143,0.000152770184485661,0
579,668,1,0,207096,4.5,32,152763,4,236,3,1.12659427171877e-06,4.22961261766507e-06,0.666666666666667,0.000124394358345837,6,1.42746819957718e-06,0.000429262156022032,0.2,0.135695907894247,0
582,287594,1,2,38164,3.5,178,42614,5,104,3,8.79151794348812e-07,2.86492594720543e-05,0.333333333333333,1.82865639609653e-08,NA,NA,NA,NA,NA,NA
592,688,1,0,889974,2.5,26,569310,3,1688,5,1.32053471091514e-06,0.000383965380682474,0,0.0195092138391246,10,1.33875618840048e-06,0.00134148422904234,0.133333333333333,0.00112013710272556,0
592,1316,1,1,889974,2.5,26,31978,4.5,110,5,1.32053471091514e-06,0.000383965380682474,0,0.0195092138391246,5,1.21066401289115e-06,7.17928214909291e-05,0.3,0.00201987394469534,1
592,119697,1,3,889974,2.5,26,224099,4,30,5,1.32053471091514e-06,0.000383965380682474,0,0.0195092138391246,3,8.2491439450871e-07,1.43250297480274e-05,0,1.4405564648235e-09,0
592,134359,1,3,889974,2.5,26,135161,4.5,34,5,1.32053471091514e-06,0.000383965380682474,0,0.0195092138391246,3,1.11824176610632e-06,2.86494594780545e-05,0,2.7806372798805e-07,0
632,745,1,1,338392,4.5,29,233069,5,25,5,1.30611050739781e-06,7.63875655772475e-05,0.1,0.0148812827844183,1,9.68169491623882e-07,0,NA,6.32768347981013e-07,0
632,863,1,2,338392,4.5,29,41024,5,258,5,1.30611050739781e-06,7.63875655772475e-05,0.1,0.0148812827844183,5,1.03425557903316e-06,0.000100267408002187,0.2,1.0109186901118e-05,0
633,745,1,3,2745,4.5,54,233069,5,25,2,1.19439066368706e-06,0,1,0.001353048365016,1,9.68169491623882e-07,0,NA,6.32768347981013e-07,0
633,3475,1,5,2745,4.5,54,7719,5,57,2,1.19439066368706e-06,0,1,0.001353048365016,3,1.1374351519784e-06,0.000164069150892006,0,0.00024473447939702,0
668,1370,1,1,152763,4,236,1086094,3.5,52,6,1.42746819957718e-06,0.000429262156022032,0.2,0.135695907894247,4,1.2969007961674e-06,6.41601221569385e-05,0.166666666666667,0.00728896527554294,0
668,1371,1,3,152763,4,236,18558,4.5,221,6,1.42746819957718e-06,0.000429262156022032,0.2,0.135695907894247,2,1.16206913381691e-06,1.43248297420273e-05,0,0.000229503772692233,0
668,173049,1,2,152763,4,236,48168,3.5,71,6,1.42746819957718e-06,0.000429262156022032,0.2,0.135695907894247,0,NA,0,NA,1.02750738949566e-15,0
668,355619,1,3,152763,4,236,608143,4,26,6,1.42746819957718e-06,0.000429262156022032,0.2,0.135695907894247,NA,NA,NA,NA,NA,NA
670,676,1,4,833174,3.5,40,359382,4.5,551,8,1.17021064961904e-06,9.68416517357159e-05,0.321428571428571,0.00134784078255089,3,9.68176990499279e-07,1.43248297420273e-05,0.333333333333333,7.92035442310957e-07,1
670,789,1,2,833174,3.5,40,48215,5,124,8,1.17021064961904e-06,9.68416517357159e-05,0.321428571428571,0.00134784078255089,2,1.08175586284634e-06,2.86492594720543e-05,0,6.35403647123953e-05,0
670,6644,1,1,833174,3.5,40,68039,4,30,8,1.17021064961904e-06,9.68416517357159e-05,0.321428571428571,0.00134784078255089,9,1.10770062396776e-06,0.000158749933192073,0.361111111111111,7.82354568034473e-06,0
670,19980,1,2,833174,3.5,40,931065,4,253,8,1.17021064961904e-06,9.68416517357159e-05,0.321428571428571,0.00134784078255089,2,1.01706740817661e-06,0,1,7.23401769757523e-09,0
670,63378,1,1,833174,3.5,40,277797,4,47,8,1.17021064961904e-06,9.68416517357159e-05,0.321428571428571,0.00134784078255089,9,1.29744934433397e-06,0.000134916480154343,0.166666666666667,2.4373396475345e-05,0
670,82150,1,1,833174,3.5,40,104100,4,38,8,1.17021064961904e-06,9.68416517357159e-05,0.321428571428571,0.00134784078255089,1,1.10942355461526e-06,0,NA,1.1286219915365e-07,0
670,91945,1,1,833174,3.5,40,12054,4.5,88,8,1.17021064961904e-06,9.68416517357159e-05,0.321428571428571,0.00134784078255089,2,0.0555555555555556,1.60004800112002e-09,0,5.50057314524533e-16,0
670,224172,1,2,833174,3.5,40,899873,4,54,8,1.17021064961904e-06,9.68416517357159e-05,0.321428571428571,0.00134784078255089,1,1.25776512745563e-06,0,NA,6.20490176086288e-06,0
676,6644,1,1,359382,4.5,551,68039,4,30,3,9.68176990499279e-07,1.43248297420273e-05,0.333333333333333,7.92035442310957e-07,9,1.10770062396776e-06,0.000158749933192073,0.361111111111111,7.82354568034473e-06,0
676,63378,1,1,359382,4.5,551,277797,4,47,3,9.68176990499279e-07,1.43248297420273e-05,0.333333333333333,7.92035442310957e-07,9,1.29744934433397e-06,0.000134916480154343,0.166666666666667,2.4373396475345e-05,0
676,82150,1,1,359382,4.5,551,104100,4,38,3,9.68176990499279e-07,1.43248297420273e-05,0.333333333333333,7.92035442310957e-07,1,1.10942355461526e-06,0,NA,1.1286219915365e-07,0
676,107409,1,2,359382,4.5,551,17525,4.5,76,3,9.68176990499279e-07,1.43248297420273e-05,0.333333333333333,7.92035442310957e-07,3,1.08431997414981e-06,2.76347941294981e-06,0.666666666666667,5.78835432772875e-07,0
676,113533,1,1,359382,4.5,551,13096,4.5,129,3,9.68176990499279e-07,1.43248297420273e-05,0.333333333333333,7.92035442310957e-07,3,9.67873378933074e-07,2.86492594720543e-05,0.333333333333333,3.20509480872897e-09,0
676,158188,1,1,359382,4.5,551,297331,4,33,3,9.68176990499279e-07,1.43248297420273e-05,0.333333333333333,7.92035442310957e-07,0,NA,0,NA,1.02750738949566e-15,0
676,179283,1,2,359382,4.5,551,2903,5,609,3,9.68176990499279e-07,1.43248297420273e-05,0.333333333333333,7.92035442310957e-07,3,9.60876934725708e-07,2.62453704995812e-05,0,5.95680329418451e-10,0
676,184670,1,1,359382,4.5,551,416362,3,31,3,9.68176990499279e-07,1.43248297420273e-05,0.333333333333333,7.92035442310957e-07,3,9.73737330460159e-07,1.92331688176155e-05,0,1.12310312940377e-09,0
676,268664,1,1,359382,4.5,551,200675,4.5,29,3,9.68176990499279e-07,1.43248297420273e-05,0.333333333333333,7.92035442310957e-07,NA,NA,NA,NA,NA,NA
676,272861,1,2,359382,4.5,551,238849,4.5,65,3,9.68176990499279e-07,1.43248297420273e-05,0.333333333333333,7.92035442310957e-07,NA,NA,NA,NA,NA,NA
681,683,1,1,5559,4.5,87,531001,3.5,36,5,1.32255538861968e-06,0.000361608043814483,0.1,0.0204616899284191,9,1.41008123477994e-06,0.00084548778575315,0.0277777777777778,0.089224873681247,0
681,797,1,1,5559,4.5,87,852610,4.5,62,5,1.32255538861968e-06,0.000361608043814483,0.1,0.0204616899284191,14,1.08655851063252e-06,0.00017712813840907,0.0769230769230769,0.000271445928905249,0
681,1318,1,1,5559,4.5,87,494999,4,292,5,1.32255538861968e-06,0.000361608043814483,0.1,0.0204616899284191,2,0.5,0,1,1.22117015288336e-15,0
681,6488,1,1,5559,4.5,87,172852,4.5,33,5,1.32255538861968e-06,0.000361608043814483,0.1,0.0204616899284191,22,1.0303160185292e-06,0.00048493102717645,0.025974025974026,1.42900139442981e-05,0
681,120342,1,1,5559,4.5,87,169130,5,85,5,1.32255538861968e-06,0.000361608043814483,0.1,0.0204616899284191,5,8.91213967105292e-07,2.99314492513395e-05,0.2,7.99947211700773e-12,0
681,138881,1,1,5559,4.5,87,594527,4,146,5,1.32255538861968e-06,0.000361608043814483,0.1,0.0204616899284191,2,1.21784434244321e-06,1.43248297420273e-05,0,7.27956709610038e-06,0
683,797,1,3,531001,3.5,36,852610,4.5,62,9,1.41008123477994e-06,0.00084548778575315,0.0277777777777778,0.089224873681247,14,1.08655851063252e-06,0.00017712813840907,0.0769230769230769,0.000271445928905249,0
683,1318,1,4,531001,3.5,36,494999,4,292,9,1.41008123477994e-06,0.00084548778575315,0.0277777777777778,0.089224873681247,2,0.5,0,1,1.22117015288336e-15,0
683,120342,1,1,531001,3.5,36,169130,5,85,9,1.41008123477994e-06,0.00084548778575315,0.0277777777777778,0.089224873681247,5,8.91213967105292e-07,2.99314492513395e-05,0.2,7.99947211700773e-12,0
683,138881,1,5,531001,3.5,36,594527,4,146,9,1.41008123477994e-06,0.00084548778575315,0.0277777777777778,0.089224873681247,2,1.21784434244321e-06,1.43248297420273e-05,0,7.27956709610038e-06,0
683,196242,1,1,531001,3.5,36,25260,5,28,9,1.41008123477994e-06,0.00084548778575315,0.0277777777777778,0.089224873681247,3,9.85597464254844e-07,1.94407153004625e-05,0.333333333333333,5.30968273418071e-09,0
688,1316,1,0,569310,3,1688,31978,4.5,110,10,1.33875618840048e-06,0.00134148422904234,0.133333333333333,0.00112013710272556,5,1.21066401289115e-06,7.17928214909291e-05,0.3,0.00201987394469534,0
724,904,1,1,137116,5,25,264904,4,32,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,8,1.11870963555796e-06,0.00015609082877163,0.0714285714285714,0.000266893071520072,0
724,5354,1,2,137116,5,25,2315,4.5,47,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,3,1.20146242005769e-06,1.14003695956092e-05,0.333333333333333,0.00016172633347096,0
724,12989,1,1,137116,5,25,55166,4,28,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,2,1.12134148324323e-06,1.43248297420273e-05,0,1.71720921658736e-06,0
724,21735,1,1,137116,5,25,832012,4.5,417,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,3,0.0333333333333333,8.00024000560012e-10,0.666666666666667,8.29934962342886e-16,0
724,25570,1,2,137116,5,25,4573,5,54,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,2,6.30057788900398e-07,2.86492594720543e-05,0,3.71795876072247e-15,0
724,26737,1,2,137116,5,25,362062,5,50,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,1,9.12541144198839e-07,0,NA,1.42292341118046e-10,0
724,29103,1,1,137116,5,25,603431,5,29,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,2,1.04916932019074e-06,7.58726719277699e-06,0,1.12391996252955e-07,0
724,31714,1,1,137116,5,25,380641,4,56,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,3,1.17072302683414e-06,3.15086877949316e-05,0,4.81598787245546e-05,0
724,33172,1,1,137116,5,25,24645,4,40,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,2,0.5,2.00006000140003e-10,0,1.61917532979511e-15,0
724,46012,1,1,137116,5,25,1394364,4.5,54,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,3,9.81603763861472e-07,2.50312326653271e-05,0,1.48188020717502e-09,0
724,70663,1,2,137116,5,25,65166,4.5,35,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,4,1.0734935128787e-06,1.6271390145876e-05,0.333333333333333,1.32238325186513e-06,0
724,96142,1,1,137116,5,25,489644,3.5,422,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,3,1.17876154596934e-06,3.11063262884356e-05,0,8.17567440940547e-07,0
724,106081,1,2,137116,5,25,6827,5,490,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,3,8.2485655744466e-07,0,1,1.35823367142857e-11,0
724,156839,1,2,137116,5,25,106603,4,25,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,0,NA,0,NA,1.02750738949566e-15,0
724,166883,1,1,137116,5,25,301246,4,32,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,3,9.15619274518224e-07,3.07568817426398e-05,0,8.19825947347815e-11,0
724,182351,1,1,137116,5,25,59235,3.5,114,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,0,NA,0,NA,1.02750738949566e-15,0
724,211312,1,1,137116,5,25,2307,4,86,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,5,8.00034561493056e-07,7.16201485901337e-05,0.6,2.56519410469479e-11,0
724,232008,1,2,137116,5,25,9507,3.5,41,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,2,0.25,0,1,1.03028481078318e-15,0
724,245507,1,1,137116,5,25,3868,4.5,259,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,1,0.333333333333333,0,NA,7.39308517283877e-16,0
724,256633,1,1,137116,5,25,791197,5,56,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,7,0.025,2.1613981748463e-08,0.285714285714286,0,0
724,279185,1,2,137116,5,25,23133,4,26,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,NA,NA,NA,NA,NA,NA
724,342255,1,0,137116,5,25,235435,4,36,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,NA,NA,NA,NA,NA,NA
724,345199,1,1,137116,5,25,5055,4,416,2,1.2993948718082e-06,0.000611069980580166,0,0.0104280477739027,NA,NA,NA,NA,NA,NA
745,860,1,1,233069,5,25,147191,3.5,80,1,9.68169491623882e-07,0,NA,6.32768347981013e-07,1,9.04226172284021e-07,0,NA,1.80046764478905e-07,0
745,863,1,2,233069,5,25,41024,5,258,1,9.68169491623882e-07,0,NA,6.32768347981013e-07,5,1.03425557903316e-06,0.000100267408002187,0.2,1.0109186901118e-05,0
745,167842,1,1,233069,5,25,69544,4.5,37,1,9.68169491623882e-07,0,NA,6.32768347981013e-07,2,1.08121199539836e-06,2.86492594720543e-05,0,4.92754400077203e-05,0
824,826,1,3,45996,4.5,67,269712,4,178,NA,NA,NA,NA,NA,2,8.27074447452239e-07,0,1,1.65949945895405e-09,NA
824,6322,1,1,45996,4.5,67,1553254,4.5,70,NA,NA,NA,NA,NA,1,8.83667005994797e-07,0,NA,7.09741899651235e-08,NA
824,11732,1,3,45996,4.5,67,63404,3,61,NA,NA,NA,NA,NA,5,1.03177878662815e-06,1.56741278794262e-05,0.4,1.77551987794368e-05,NA
824,324700,1,2,45996,4.5,67,239984,3,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,339295,1,1,45996,4.5,67,33599,4,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,372555,1,3,45996,4.5,67,293315,4,2072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,987,1,1,269712,4,178,335768,4,28,2,8.27074447452239e-07,0,1,1.65949945895405e-09,12,1.23046786079471e-06,0.00111258803400812,0.0303030303030303,0.0012131718769264,0
826,11732,1,3,269712,4,178,63404,3,61,2,8.27074447452239e-07,0,1,1.65949945895405e-09,5,1.03177878662815e-06,1.56741278794262e-05,0.4,1.77551987794368e-05,0
826,43420,1,0,269712,4,178,173816,4,74,2,8.27074447452239e-07,0,1,1.65949945895405e-09,5,9.91644404249791e-07,0.000121750993457834,0.2,1.30535878812012e-08,0
826,75139,1,1,269712,4,178,210097,3.5,27,2,8.27074447452239e-07,0,1,1.65949945895405e-09,2,0.5,0,1,1.2212131299471e-15,0
