"vertex_name","degree","closeness","betweenness","transitivity","eigenvec_centrality","pagerank","community_membership"
1394,3,1.08659747213964e-06,2.43726409969947e-05,0,3.20397118844027e-09,1.14109971669094e-05,5
1395,2,1.05309272270805e-06,2.88686493616923e-06,0,9.45120141039509e-10,7.66736044496025e-06,5
1452,13,1.08646288968708e-06,0.000447480185092011,0.166666666666667,5.31817907566808e-09,3.16760935930093e-05,44
1522,2,1.13995839151871e-06,0,1,5.14389555537635e-08,6.61532533163681e-06,9
1552,3,1.04752516941101e-06,1.69826168133522e-07,0,2.46396129051548e-09,9.41037257595077e-06,5
1733,7,1.02215625907164e-06,0.000177248216197357,0.19047619047619,6.73767406735197e-10,2.12782508873739e-05,33
1974,2,0.5,2.00006000140003e-10,0,2.47913469804203e-17,1.54446283260908e-05,83
1975,3,1.13875891221194e-06,2.86866036273098e-05,0.333333333333333,2.71000901585236e-08,9.18149185808776e-06,6
2050,19,1.23915430197199e-06,0.00114129397707434,0.0994152046783626,3.09086773651649e-07,4.71827260561908e-05,1
2194,12,1.1336493191869e-06,9.41115474594184e-05,0.121212121212121,4.1235643478173e-08,3.06921569462189e-05,5
2206,11,1.22756472028097e-06,0.000126789728058111,0.145454545454545,4.60410776907707e-07,2.66531792103656e-05,9
2315,4,1.01467112986674e-06,9.57980991752953e-05,0,4.80213226365378e-10,1.31599995035343e-05,3
2341,2,9.45033988147384e-07,7.26301788908407e-05,0,3.74794926154903e-11,8.14711369595236e-06,3
2369,8,0.0555555555555556,8.13357733902679e-09,0.321428571428571,1.21249309711761e-15,2.20058463899028e-05,103
2418,3,9.6808982324616e-07,2.96297929283552e-06,0.666666666666667,4.77202837423857e-10,7.47041594900962e-06,15
2419,4,1.06959192928714e-06,7.21058455380586e-05,0,6.75223881418674e-09,1.41799066648818e-05,1
2423,33,1.39723738224782e-06,0.00358249705886187,0.0151515151515152,1.39054020845477e-05,7.14992485310899e-05,9
2461,10,1.12881341391556e-06,0.000167443387545519,0.266666666666667,1.73159125846451e-08,2.40615684735994e-05,7
2464,4,0.0769230769230769,4.20012600294006e-09,0.166666666666667,0,1.73750398805962e-05,60
2470,6,1.07572918302671e-06,0.000194590886165783,0.0666666666666667,7.98213552940487e-09,2.00620936763781e-05,1
2552,3,0.333333333333333,1.00003000070001e-10,0.666666666666667,0,1.24962743371262e-05,112
2555,38,1.42272200865584e-06,0.00357216444316672,0.0170697012802276,1.25465743939538e-05,0.000102381971215206,4
2563,43,1.39951157046191e-06,0.0027397722894444,0.0553709856035437,6.19095563740189e-05,9.13438672069407e-05,9
2606,6,1.24390641345708e-06,8.11636967853698e-05,0.0666666666666667,5.66528724374406e-07,1.97892283575499e-05,19
2646,6,1.26983481988663e-06,0.000348529146111723,0.0666666666666667,5.41015440949299e-07,1.80512977587114e-05,28
2685,3,1.1207520694687e-06,7.26341790108435e-06,0.333333333333333,1.23806155530121e-08,1.14372260427753e-05,1
2814,4,1.06099332316902e-06,1.05979690333723e-06,0.5,1.06805761532552e-09,1.19921753459501e-05,9
2927,2,1.22006122267215e-06,2.17891536702523e-05,0,1.44352126215882e-07,7.62954279203503e-06,1
2930,2,1.03639078980233e-06,0,1,1.98861925479534e-09,8.02471419996256e-06,1
2986,12,1.05661780865919e-06,0.000138255645481153,0.151515151515152,1.76242294803795e-09,2.90511516916536e-05,6
3038,4,1.33868091737126e-06,8.71555146480083e-05,0.166666666666667,1.84841968308949e-06,1.31841451072308e-05,1
3087,4,9.56264296151227e-07,5.92237162157607e-05,0,1.47085084915563e-10,1.26239717683975e-05,6
3196,1,0.333333333333333,0,NA,0,8.15133161654367e-06,83
3210,5,1.14022875269237e-06,4.46619794515524e-05,0.1,1.21898714763206e-08,1.68521698214756e-05,5
3247,48,1.1638882713815e-06,0.00104084955457729,0.0363475177304965,3.21455137879861e-07,0.000116621827415678,19
3362,2,1.02821314035829e-06,0,1,7.65447855615752e-10,8.18419427431091e-06,14
3371,2,1.06513968241795e-06,4.38193308316359e-06,0,7.47285520425765e-09,6.44729106189102e-06,21
3382,3,9.70802154404141e-07,1.89364904470248e-06,0,7.78899249779274e-11,9.09497654302333e-06,9
3430,3,1.22478774428392e-06,2.90534715983373e-05,0,1.24248293580743e-07,1.37373079832866e-05,1
3458,3,1.04401134213922e-06,0,1,2.65503407025902e-09,8.84326347701033e-06,4
3541,2,1.23418240969179e-06,4.83792081259292e-05,0,1.33898721054021e-07,6.63770003938214e-06,5
3688,8,1.17445191265366e-06,0.000180016589520932,0.0714285714285714,9.92273567652733e-08,2.44136460135056e-05,19
3738,9,1.06406297550314e-06,0.000138701400015125,0.0833333333333333,2.00981941352149e-09,2.26914079149743e-05,6
3782,5,1.0417610762642e-06,3.0735340828294e-05,0.3,9.63024252987268e-10,1.57798086564846e-05,44
3866,16,1.01999392083623e-06,0.000151796363717094,0.141666666666667,1.93742207940838e-09,3.89963549789124e-05,6
3902,9,1.28818004634872e-06,0.000400694021579763,0.0277777777777778,3.8374048694979e-07,2.6537756682468e-05,4
3920,6,1.13099526452283e-06,8.0509788110836e-05,0,2.72120141894883e-08,1.81414825740264e-05,14
4005,4,1.2428628600263e-06,6.78935654500263e-05,0.333333333333333,5.66110984629567e-07,1.1511355912652e-05,9
4014,9,1.42606359387991e-06,0.0010088944832777,0.0555555555555556,6.18011043925411e-06,2.18424123919079e-05,2
4146,3,0.04,2.40007200168004e-09,0.333333333333333,2.09982755921192e-16,1.02565185768459e-05,103
4152,4,1.15769281084341e-06,7.85557722794712e-05,0.333333333333333,7.18048303076164e-08,1.22591267240786e-05,1
4185,6,1.3607071322825e-06,0.000637471197765553,0.0666666666666667,3.68289415924008e-06,1.70082585469856e-05,1
4249,31,1.23301217476221e-06,0.00210744681472886,0.0344086021505376,1.4571894781427e-07,9.14094705809857e-05,181
4390,5,1.33094473118909e-06,0.000554122162423206,0.3,2.2391858565984e-06,1.32288317802434e-05,25
4405,4,1.20769008740053e-06,0.000178238114942999,0,1.12997537217675e-07,1.36760538538986e-05,13
4465,2,0.0384615384615385,0,1,0,7.80088504641882e-06,190
4476,2,1.11030305721947e-06,2.90532715923371e-05,0,8.81921150364334e-09,8.98947917254348e-06,13
4497,6,1.13347456426404e-06,1.4098854975627e-05,0.533333333333333,8.8433289069928e-08,1.52435249892746e-05,9
4601,4,1.1383959318283e-06,6.66686667133343e-11,0.833333333333333,2.60498090248263e-07,9.38797914991828e-06,9
4602,4,1.23704810632676e-06,4.60777181724459e-06,0.833333333333333,1.03195966910537e-06,9.18718247864422e-06,9
4625,15,1.07094473389701e-06,0.000203210517603766,0.180952380952381,6.00277086776463e-09,3.60571812257922e-05,13
4739,4,1.03956695798798e-06,4.37765948223301e-05,0.166666666666667,6.31952746734354e-10,1.25054747234929e-05,21
4786,5,1.19158833959314e-06,8.00538711631836e-05,0.3,1.00135191441971e-07,1.28223606192322e-05,5
4829,3,1.22006271122336e-06,2.17895536822526e-05,0.333333333333333,1.56485255377436e-07,1.07449974879235e-05,1
4835,3,1.27000737874287e-06,0,1,5.85635716201735e-07,8.69193482975406e-06,28
4877,2,9.97772970729332e-07,1.45268358021687e-05,0,6.22965506469333e-10,9.04697363086955e-06,1
4885,4,1.09919099542737e-06,4.78145094133254e-06,0.833333333333333,1.91145175385015e-08,1.21266003556123e-05,4
4887,6,1.04387729431181e-06,0.000199294902808384,0,6.52216823868722e-10,1.78337821903172e-05,9
4896,2,9.12710219981417e-07,4.00012000280006e-10,0,1.40970506497315e-11,8.95784016520847e-06,13
4930,14,1.47481749133545e-06,0.00289873861886472,0.0769230769230769,0.000644661963197314,3.63836566607999e-05,143
4977,4,1.14229578607085e-06,0.000162244436462066,0,1.31667374556813e-08,1.09062945816048e-05,6
5204,3,0.0526315789473684,7.0002100049001e-10,0.666666666666667,0,1.09650361207997e-05,190
5206,3,0.0526315789473684,7.0002100049001e-10,0.666666666666667,0,1.09650361207964e-05,190
5238,4,1.37996130588498e-06,1.05488809639325e-05,0.5,2.03246452597963e-05,9.13804798000116e-06,9
5288,4,9.67555915056331e-07,5.05373344418622e-05,0.166666666666667,1.74633849256323e-10,1.55374787971884e-05,9
5341,12,1.44490713581838e-06,0.00225304473644589,0.0151515151515152,0.000174367192048613,4.04698516542923e-05,75
5376,1,9.61316619241713e-07,0,NA,7.40956697164402e-11,5.22246013253979e-06,6
5378,4,1.03347636646245e-06,8.14894350761485e-05,0,9.55147366210553e-10,1.71063320215417e-05,6
5402,11,1.07905362680714e-06,0.000426195290133747,0.181818181818182,4.59037101304252e-09,2.75113738810405e-05,6
5410,9,1.33607852935164e-06,0.000594964327009105,0.0277777777777778,4.01370018104932e-06,2.24296064461658e-05,9
5444,8,1.4007171671896e-06,0.00135706975231215,0.107142857142857,3.84455777936211e-06,2.21716398638703e-05,100
5474,2,9.5211073428684e-07,0,1,1.20347113948738e-10,6.41147446333349e-06,1
5475,8,1.00331092605598e-06,8.76185307417973e-05,0.285714285714286,8.08031122974204e-10,2.17806846589298e-05,1
5554,7,1.22933034688014e-06,0.000148675445402826,0.238095238095238,5.19022152906802e-07,1.77309110205249e-05,1
5579,4,1.2380711841408e-06,7.0002100049001e-10,0.5,3.37400255160147e-07,1.17264602149611e-05,1
5639,2,9.16454202034162e-07,1.12185263920468e-05,0,1.57086493838427e-11,8.12928624920229e-06,9
5653,5,0.142857142857143,3.13342733552671e-10,0.7,6.82443736258171e-16,1.27968958855191e-05,220
5670,11,1.32687234957248e-06,0.000632951955503768,0.127272727272727,5.24852051319151e-06,2.51398109579206e-05,9
5716,10,9.23105326317733e-07,0.000152517242153428,0.177777777777778,1.6131313501745e-11,2.75835192199173e-05,4
5741,2,1.02744828082216e-06,1.45268358021687e-05,0,6.88294946154978e-10,1.05787132955936e-05,13
5765,78,1.62002349034061e-06,0.0560893302385634,0.000333000333000333,0.000200060273973732,0.00023079469829514,188
5786,13,1.28013108542315e-06,0.00031534961154419,0.102564102564103,6.69188693081289e-07,3.41877434857151e-05,7
5819,18,1.3545216642195e-06,0.00066653816758031,0.0522875816993464,6.74790993993213e-06,4.74013435752484e-05,9
6012,14,9.67086188655305e-07,0.000418500482637236,0.0659340659340659,1.11929281562098e-10,4.07713375295636e-05,117
6050,3,9.82795187448526e-07,1.45260357781681e-05,0.333333333333333,8.5356261005287e-11,1.04234019964579e-05,135
6129,10,1.26458701117389e-06,0.000298586619007922,0.244444444444444,2.08565042583348e-06,2.29929211472731e-05,9
6180,16,1.17078333600662e-06,0.000190061493542032,0.108333333333333,3.27952702227905e-08,4.37933530445538e-05,9
6239,4,8.66883907773955e-07,0.000128472419216221,0.333333333333333,6.70573484527264e-10,1.29281226362137e-05,11
6244,7,1.0005573104219e-06,1.09523312961993e-05,0.380952380952381,1.02308043555351e-09,1.75669562683286e-05,13
6248,5,1.00142302211442e-06,1.43717165648961e-05,0.4,9.06931346138171e-10,1.31855122703302e-05,13
6261,11,9.44862546121103e-07,7.13554679446453e-05,0.127272727272727,3.08027796600263e-11,3.33185328961487e-05,13
6488,21,1.03371353317083e-06,0.000637246239780137,0.0476190476190476,1.60808642577384e-09,6.2907555649106e-05,6
6550,2,0.25,0,1,0,8.66858670232192e-06,112
6580,4,1.08472105313398e-06,4.05530999629439e-05,0.166666666666667,1.79841345886577e-09,1.25643705587495e-05,9
6669,3,1.13823396171436e-06,0.000297327596866082,0,1.17439241640091e-08,1.14161735040078e-05,181
6678,4,1.02397535905696e-06,8.71426326891277e-05,0,4.70730223135396e-10,1.58614791282651e-05,9
6709,12,1.06559141389062e-06,0.000504564734983298,0.0909090909090909,2.55250177921865e-09,3.1286570684031e-05,3
6716,5,9.15407218901328e-07,9.90701618636713e-05,0.1,1.47355502549685e-11,1.99215001185759e-05,117
6854,6,1.05141525750737e-06,0.000253844292375651,0.133333333333333,9.41609155018176e-10,2.0739479576529e-05,181
7360,6,1.13344630014791e-06,7.26305122341743e-05,0.4,1.55565213121757e-08,1.57086420125442e-05,14
7406,7,1.30198331117792e-06,0.000325686270989197,0.285714285714286,1.91664523417575e-06,1.79298447917607e-05,9
7506,6,1.32073876843751e-06,0.000129801044726294,0.266666666666667,3.01545926220898e-06,1.62565050142248e-05,188
7535,4,1.03436790811503e-06,4.368881376306e-06,0.666666666666667,5.28877165300506e-10,1.14747420290968e-05,21
7548,2,9.53096228407605e-07,4.35793073705052e-05,0,3.67405333980217e-11,9.51001561013515e-06,9
7551,2,1.13054134841928e-06,4.7104293480721e-05,0,1.68823415678509e-08,6.44897353339989e-06,6
7606,6,1.28343508834525e-06,3.3595733340528e-05,0.4,8.13131439813078e-06,1.65305508574341e-05,188
7617,5,1.28344167720158e-06,0.000149700557549823,0.3,7.10181858504768e-06,1.3903123896113e-05,188
7775,5,1.20027846460379e-06,3.11012878865098e-05,0.4,1.03515938888227e-07,1.12352826834357e-05,2
7852,5,0.142857142857143,3.13342733552671e-10,0.7,6.81153182439906e-16,1.27968958855156e-05,220
7893,5,1.0041239370093e-06,4.5397390073628e-05,0.1,2.73311942306863e-10,1.71691065690073e-05,9
7925,4,1.29203640441773e-06,4.11816940288051e-06,0.166666666666667,3.61778429339126e-06,9.83638426531552e-06,9
8012,3,1.35392197347667e-06,2.71942924688475e-05,0.333333333333333,2.6832012054944e-07,8.48645892313393e-06,16
8016,1,1,0,NA,4.54230755527124e-17,1.05824305197314e-05,301
8036,4,9.3732044455234e-07,3.26732791407334e-05,0,4.25966058417999e-11,1.55729354514041e-05,9
8038,1,8.77575574614547e-07,0,NA,3.30427841826343e-12,4.89661336138545e-06,9
8196,4,1.19356952482804e-06,6.70852629323721e-05,0.333333333333333,1.10681569811562e-07,1.04261725722938e-05,5
8210,4,1.31473768353738e-06,3.24195609167667e-05,0.333333333333333,7.31640374249529e-07,9.90695462649876e-06,2
8420,5,1.23692569539963e-06,2.11025365394263e-05,0.4,1.35517951834502e-07,1.27586893318002e-05,19
8515,9,1.28357017342317e-06,0.000116658180562912,0.138888888888889,2.65409845127115e-06,2.25730514429234e-05,9
8573,4,9.83275467572067e-07,0,1,6.23284977857539e-10,1.09083611649914e-05,1
8762,4,1.08083570216491e-06,6.16977584972842e-05,0.166666666666667,2.59888453423425e-08,1.14159736674187e-05,21
8791,4,1.20144798511166e-06,8.31826797017128e-05,0.166666666666667,2.13381267927351e-07,1.25295067675232e-05,7
8903,4,1.33839245682011e-06,0.000238952799328557,0,1.1050268729671e-06,1.08913241245693e-05,19
8927,6,1.17319117384816e-06,4.90575943565433e-05,0.6,6.7726025351975e-07,1.41983880750957e-05,49
8958,6,1.10515555064375e-06,6.8508700614641e-06,0.533333333333333,1.6831213659483e-08,1.25421997899561e-05,2
8975,3,9.82796153335856e-07,2.17890536672522e-05,0.333333333333333,8.53625589085967e-11,1.0300105982654e-05,135
9107,9,1.3310173631215e-06,0.00130307257562383,0.0555555555555556,5.70941922603424e-06,2.3054337501544e-05,209
9144,14,1.06492189862795e-06,0.000293144928916684,0.0549450549450549,7.25204729183603e-07,3.89756265372878e-05,341
9210,5,1.08006173632885e-06,6.22646340597323e-05,0.1,8.38089904598262e-08,1.69141833687014e-05,209
9242,2,0.5,0,1,0,1.05824305197216e-05,349
9251,7,1.09246873900703e-06,0.000372223918170568,0.0476190476190476,1.07146796806528e-08,2.00915817740318e-05,6
9294,8,1.18851372792781e-06,8.23130360411816e-05,0.321428571428571,1.41885656044735e-07,2.07247929207416e-05,5
9329,3,1.05603088679138e-06,2.90534715983373e-05,0,3.21995397407058e-09,1.3260914101176e-05,2
9535,5,1.00925588572801e-06,8.58473710476921e-06,0.3,2.86366278968493e-10,1.39698453906524e-05,21
9605,22,1.15593038524848e-06,0.000759689797937474,0.0562770562770563,1.85258802737093e-08,5.95391888408715e-05,21
9613,2,8.81060373781053e-07,1.41009697184306e-06,0,7.86471529395942e-12,7.34913401377594e-06,44
9729,6,1.00298689497323e-06,1.64928491293029e-05,0.133333333333333,1.44880023239199e-09,1.70480703537306e-05,4
9888,2,0.5,0,1,0,1.05824305197216e-05,369
9905,1,7.61350788569079e-07,0,NA,6.74877902537175e-15,5.42848371511666e-06,37
9943,6,1.0484026537168e-06,4.87320395936844e-05,0.133333333333333,1.13795298336436e-09,1.76400461744747e-05,21
10001,4,1.15146881361865e-06,0.000201183291374206,0,1.47405721895245e-08,1.24607284509439e-05,373
10077,8,1.0113381115688e-06,1.69463250530122e-05,0.5,4.53701182896219e-10,1.54808626145325e-05,14
10132,7,1.36275243285378e-06,0.00104205194144852,0.0952380952380952,2.78782274709321e-07,1.94190849375656e-05,16
10186,3,8.5536101794804e-07,7.82659868446798e-06,0.333333333333333,6.93937747778281e-13,8.84547698188087e-06,5
10225,5,1.08108458730136e-06,6.49641928688082e-06,0.6,8.43371857322215e-08,1.21106024432677e-05,49
10227,4,1.08122017859595e-06,6.02351403754976e-09,0.833333333333333,1.25955616411011e-07,9.76983188612996e-06,49
10241,7,1.06684874218533e-06,8.81565595592953e-05,0.0476190476190476,1.68735157518166e-09,1.86583328265021e-05,21
10252,6,1.18022787839876e-06,4.07611831809259e-05,0.2,5.9845993008738e-08,1.71739832691679e-05,16
10271,2,0.5,0,1,0,1.05824305197083e-05,349
10432,3,1.02716438944322e-06,1.79629206694359e-06,0.666666666666667,8.54011252022213e-10,7.56698754319421e-06,27
10511,5,1.25375185241836e-06,0.000278495927181461,0,1.96964234786607e-07,1.85111790580221e-05,252
10712,5,1.03709050481417e-06,0.000180421210560581,0,3.30458879313765e-08,1.57501214712664e-05,407
10748,6,0.0769230769230769,4.40013200308007e-10,0.666666666666667,1.03428608598426e-15,1.38310211463627e-05,409
10766,2,0.0625,2.40007200168004e-09,0,0,1.00854236341231e-05,60
10781,4,1.27875929658009e-06,6.01992544388825e-05,0.166666666666667,4.94088966274485e-07,1.1473693621376e-05,7
11024,3,0.333333333333333,0,1,0,1.05824305197329e-05,424
11056,3,1.01859962922973e-06,4.83532896574658e-06,0.666666666666667,1.37532394829548e-09,8.73327039204974e-06,6
11411,3,1.03734009402451e-06,1.01997901534183e-06,0.666666666666667,2.81356751745956e-09,8.42599683152792e-06,21
11443,3,9.37963999065788e-07,0.000116204886123343,0,1.7557040486831e-11,1.35729342611092e-05,177
11487,2,8.79915316949897e-07,0.000180688672905588,0,5.77910290159057e-12,8.19274311459374e-06,11
11638,4,1.21827312221472e-06,0.000213623994992528,0,2.00885508052744e-07,1.2298102314747e-05,26
11673,4,9.90098029605911e-07,7.90708046195729e-05,0,1.16623956043664e-10,1.41518586393166e-05,9
11675,9,1.02124391593937e-06,0.000311001863937997,0.138888888888889,5.12151330169413e-09,2.61805598789597e-05,451
11685,2,1.05314373937641e-06,3.67136046663102e-05,0,6.65795091573405e-09,7.09382489936818e-06,209
11697,2,9.51515526354601e-07,0,1,5.73894233186632e-11,6.86242361131076e-06,33
11700,5,1.25027037096772e-06,3.76656877302843e-06,0.8,8.9626121151933e-07,1.19695337848925e-05,1
11728,5,0.111111111111111,2.70008100189004e-09,0.2,0,1.8111124443758e-05,98
11732,3,8.58444258638954e-07,4.10084298406333e-05,0.333333333333333,1.15864539282261e-12,1.17481802984969e-05,117
12009,7,9.78513794108956e-07,0.000159774126525174,0.333333333333333,6.0992059384848e-10,1.73760634675102e-05,11
12096,7,1.12721017735525e-06,8.74728889227858e-05,0.0476190476190476,2.49320772485038e-08,2.69122714634363e-05,148
12134,12,1.2377325235262e-06,0.000116503115469968,0.181818181818182,7.12053291433904e-07,2.80881592867019e-05,9
12151,4,1.01327080776936e-06,2.17897536882527e-05,0.5,4.38450530561401e-10,1.41057370269559e-05,1
12152,3,9.43812037945019e-07,1.00003000070001e-10,0.666666666666667,7.08702096467103e-11,1.09021849993141e-05,1
12223,5,8.6936790867464e-07,3.59941419794022e-05,0.4,8.15986427482463e-13,1.54091408026228e-05,181
12267,3,9.77647077226298e-07,1.00003000070001e-10,0.666666666666667,1.0373940042661e-10,1.16060716065592e-05,181
12373,2,1.08106588772266e-06,1.3483572016825e-05,0,7.92514315358629e-08,7.57245857187396e-06,280
12374,15,1.16420127643028e-06,0.000950739114546083,0,1.01443144900206e-06,4.65693474129867e-05,473
12457,2,1.12951594594137e-06,0,1,1.83085538767233e-08,6.10236161524347e-06,6
12517,5,9.93959706861403e-07,5.72074464922717e-05,0.3,2.54526515205186e-10,1.42289162460791e-05,3
12521,3,1.00453951406406e-06,5.3790293060696e-06,0.666666666666667,3.44803089042794e-10,8.09529417894123e-06,27
12542,5,9.5837765830003e-07,1.0024001229869e-05,0.3,4.57031370361079e-10,1.36072553578478e-05,6
12562,20,1.13905724787822e-06,0.000520202470031817,0.0894736842105263,1.70610171116864e-08,5.25442612251574e-05,47
12572,3,9.45179584120983e-07,0,1,7.06509292312227e-11,8.59160570328197e-06,6
12604,6,9.06684897077664e-07,8.37996063690212e-06,0.0666666666666667,1.16428500026705e-11,1.84240755402038e-05,139
12644,3,1.12651812398684e-06,0.000164716110251067,0.333333333333333,2.42618178793788e-08,1.05207881278173e-05,148
12812,7,1.20881418954448e-06,0.000270321322652722,0.0476190476190476,1.12177337488233e-07,2.16995028867916e-05,16
12895,5,1.00226009651765e-06,3.38079477216315e-05,0.4,6.22859440718733e-10,1.46172804505595e-05,139
12978,2,1.07902917586989e-06,1.45268358021687e-05,0,2.55950542913922e-09,8.2397594516209e-06,9
13000,1,1.44947072576449e-06,0,NA,1.55197341653474e-05,4.10243500810206e-06,188
13099,3,1.02894525908327e-06,7.89829646975415e-05,0,9.41614545324206e-10,1.23697946407602e-05,9
13268,3,0.0666666666666667,2.16673166818337e-10,0.666666666666667,0,1.05982939318448e-05,509
13305,42,1.38354877493674e-06,0.00337782531782587,0.0174216027874564,0.000518731594223163,0.000110829901496503,209
13313,5,1.27808267149952e-06,0.000125446130020326,0.1,3.23017692597639e-07,1.48621998600206e-05,2
13413,2,9.77646121433425e-07,0,1,9.67726186119234e-11,8.05105868202393e-06,181
13518,4,1.20042110772459e-06,0.000131178146118001,0.166666666666667,7.01436588048862e-08,1.33048456534975e-05,9
13538,5,9.40821393525832e-07,0.000101681050411176,0.2,3.08632992597002e-11,1.74817902743136e-05,148
13552,7,8.67475732366387e-07,3.80273826279656e-05,0.238095238095238,1.0624933200042e-12,1.9434857809762e-05,5
13615,6,1.31006998393854e-06,0.0001019647461062,0.0666666666666667,4.75401645495736e-07,1.50473591347668e-05,9
13736,5,9.46400601910783e-07,1.08948268426263e-05,0.6,1.78033332689538e-11,1.31927932343692e-05,181
13762,9,1.14796328354234e-06,7.8257486694032e-05,0.277777777777778,2.21140155825276e-08,2.24684728602058e-05,7
13933,11,1.00966552810051e-06,0.000190446283012549,0.145454545454545,1.70301625961197e-10,2.90938127651269e-05,249
13986,7,1.15228613569322e-06,0.000149795012848372,0.0476190476190476,1.44317095419831e-07,2.06726354405871e-05,7
14088,4,9.73373371424678e-07,1.66671666783336e-10,0.666666666666667,6.11174582113091e-10,1.07016682590539e-05,5
14090,3,9.7337242396988e-07,0,1,4.78107424644937e-10,8.28326337619533e-06,5
14144,4,1.27042849012115e-06,5.26575573407208e-05,0.166666666666667,6.22613701701428e-07,1.12856168269854e-05,4
14151,2,8.44859326697808e-07,0,1,1.5309129457021e-12,8.33296561390849e-06,27
14272,3,8.83330580286358e-07,2.90534715983373e-05,0,2.06812452770021e-12,1.47557573411546e-05,148
14299,10,1.22895416000983e-06,0.000216232143257463,0.0222222222222222,1.26035839071824e-07,2.84718863187288e-05,19
14490,3,0.333333333333333,0,1,0,1.05824305197208e-05,424
