"id","cleaned_genres","rating","reviews","salesrank","first_genre","num_main_genres"
688,"Literature & Fiction|Short Stories|General|Science Fiction & Fantasy|Fantasy|Books on CD|Authors, A-Z|( J )|Jordan, Robert|Series|Wheel of Time|Unabridged",3,1688,569310,"Literature & Fiction",3
789,"Literature & Fiction|World Literature|United States|Classics|General|Essays|History & Criticism|Criticism & Theory",5,124,48215,"Literature & Fiction",1
797,"Literature & Fiction|General|Contemporary|Genre Fiction|Historical",4.5,62,852610,"Literature & Fiction",1
824,"Science Fiction & Fantasy|Science Fiction|General|Authors, A-Z|( A )|Asimov, Isaac|Paperback",4.5,67,45996,"Science Fiction & Fantasy",1
826,"Literature & Fiction|World Literature|British|Contemporary|General|Literary|Authors, A-Z|( R )|Rushdie, Salman|Paperback",4,178,269712,"Literature & Fiction",1
860,"Mystery & Thrillers|Thrillers|General|Literature & Fiction|Genre Fiction|Action & Adventure",3.5,80,147191,"Mystery & Thrillers",2
863,"Business & Investing|General|Industries & Professions|Accounting|Personal Finance|Reference|Ethics|Professional & Technical|Accounting & Finance|Religion & Spirituality|Christianity|Christian Living|Business|Home & Office|Business & Investing Books",5,258,41024,"Business & Investing",4
904,"Literature & Fiction|History & Criticism|Criticism & Theory|General|Drama|Playwrights, A-Z|( S )|Shakespeare, William|Authors, A-Z|Paperback",4,32,264904,"Literature & Fiction",1
915,"Books on Tape|Religion & Spirituality|General|Authors, A-Z|( M )|Moore, Thomas|Health, Mind & Body|Self-Help|Spiritual",3.5,55,77236,"Books on Tape",3
976,"Horror|United States|Authors, A-Z|( M )|Matheson, Richard|General",4,108,48515,"Horror",1
986,"Religion & Spirituality|Christianity|Reference|Criticism & Interpretation|Old Testament|New Testament|Study|Authors, A-Z|( S )|Spong, John Shelby",4,36,70096,"Religion & Spirituality",2
1042,"Biographies & Memoirs|Ethnic & National|Chinese|General|Parenting & Families|Adoption",4.5,38,123768,"Biographies & Memoirs",2
1112,"Nonfiction|Social Sciences|Popular Culture|Literature & Fiction|Books & Reading|General|Folklore & Mythology|Children's Books|Series|Fantasy & Adventure|Harry Potter Books",4.5,73,573604,"Nonfiction",3
1113,"Nonfiction|Philosophy|General|Reference|Encyclopedias|Religion|Religion & Spirituality|Fiction|Mystery|Spirituality",5,41,148588,"Nonfiction",3
1139,"Biographies & Memoirs|General|Leaders & Notable People|Political|Historical|United States",4.5,43,44921,"Biographies & Memoirs",1
1165,"Children's Books|Baby-3|Basic Concepts|Counting|People & Places|Family Life|New Baby|Fiction|Holidays & Festivals|Valentine's Day|Science, Nature & How It Works|Math|General",4.5,36,110574,"Children's Books",1
1212,"Literature & Fiction|General|Classics|Science Fiction & Fantasy|Science Fiction|Authors, A-Z|( B )|Bradbury, Ray|Paperback",4,268,3206,"Literature & Fiction",2
1275,"Computers & Internet|Databases|Specific Databases|SQL|General|Microsoft|Development|SQL Server|Visual Basic|Database Management Systems|Programming",3,36,90645,"Computers & Internet",1
1316,"Nonfiction|True Accounts|Murder & Mayhem",4.5,110,31978,"Nonfiction",1
1349,"Biographies & Memoirs|Specific Groups|Women|Comics & Graphic Novels|Comic Strips|General|Entertainment|Humor|Professionals & Academics|Journalists|Memoirs",3.5,44,247366,"Biographies & Memoirs",3
1370,"Literature & Fiction|General|Classics|Genre Fiction|Action & Adventure",3.5,52,1086094,"Literature & Fiction",1
1371,"Science Fiction & Fantasy|Science Fiction|General|Series|Media Series|Star Wars",4.5,221,18558,"Science Fiction & Fantasy",1
1522,"Nonfiction|Philosophy|General|History & Surveys|Reference",3,66,64536,"Nonfiction",2
1552,"Horror|United States|General|Literature & Fiction|Short Stories|Mystery & Thrillers|Thrillers|Suspense|Authors, A-Z|( K )|Koontz, Dean",4.5,35,481229,"Horror",3
1590,"Romance|Authors, A-Z|( J )|Johnson, Susan|General|Historical",2.5,51,74832,"Romance",1
1602,"Literature & Fiction|General|Contemporary|Authors, A-Z|( P )|Powers, Richard",4,50,486232,"Literature & Fiction",1
1663,"Business & Investing|Business Life|Organizational Behavior|Time Management|Careers|Guides|General|Management & Leadership|Decision-Making & Problem Solving|Health, Mind & Body|Self-Help|Motivational|Professional & Technical|Business Management|Home & Office|Business & Investing Books",4.5,48,171366,"Business & Investing",3
1696,"Literature & Fiction|General|Contemporary|Literary|Short Stories|United States",4.5,35,277129,"Literature & Fiction",1
1709,"Biographies & Memoirs|Arts & Literature|Authors|General|Nonfiction|Social Sciences|Customs & Traditions|Professionals & Academics|Journalists",3.5,122,270620,"Biographies & Memoirs",2
1733,"Reference|Writing|Academic & Commercial|Editing|Writing Skills|Large Print|General",4.5,40,312723,"Reference",2
1776,"Children's Books|Literature|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Spine-Chilling Horror|Literature & Fiction|Genre Fiction|Movie Tie-Ins|Horror|Authors, A-Z|( V )|Vornholt, John|Occult|General|Contemporary|Science Fiction & Fantasy|Teens|Suspense|Mysteries|Series|Buffy the Vampire Slayer|Mystery & Thrillers",4.5,46,39739,"Children's Books",6
1959,"Literature & Fiction|General|Contemporary|History & Criticism|Movements & Periods|Beat Generation|Short Stories|United States|Authors, A-Z|( K )|Kerouac, Jack",4.5,44,31538,"Literature & Fiction",1
2027,"Literature & Fiction|World Literature|British|Classics|Conrad, Joseph|General|Authors, A-Z|( C )",4,347,341596,"Literature & Fiction",1
2067,"Children's Books|Baby-3|Basic Concepts|Counting|Words|Literature|Humorous|Poetry|Dr. Seuss|Ages 4-8|General|Popular Characters|Book Characters|Authors & Illustrators, A-Z|( S )",5,86,556806,"Children's Books",1
2073,"Children's Books|People & Places|Social Issues|Special Needs|Fiction|Social Situations|Emotions & Feelings|Science, Nature & How It Works|Health|Personal Hygiene|Teens|Literature & Fiction|General",4,145,18902,"Children's Books",3
2194,"Science Fiction & Fantasy|Authors, A-Z|( H )|Hobb, Robin|Fantasy|Epic|General",4.5,92,16531,"Science Fiction & Fantasy",1
2195,"Horror|Authors, A-Z|( B )|Barker, Clive|General|Literature & Fiction|Contemporary",3,125,464380,"Horror",2
2283,"Books on Tape|Literature & Fiction|General|Literary Classics|Radio Shows|Authors, A-Z|( T )|Tolstoy, Leo",4.5,249,529559,"Books on Tape",2
2298,"Science Fiction & Fantasy|Science Fiction|Adventure|General",4.5,71,48638,"Science Fiction & Fantasy",1
2315,"Business & Investing|Biographies & Primers|Strategy & Competition|Marketing & Sales|Advertising|Public Relations|Reference|Ethics|Nonfiction|Social Sciences|Sociology|General",4.5,34,344083,"Business & Investing",3
2339,"Literature & Fiction|World Literature|United States|Hispanic|General|Contemporary|Genre Fiction|Historical|Short Stories|Political",4.5,145,41819,"Literature & Fiction",1
2384,"Literature & Fiction|General|Contemporary",4,43,928240,"Literature & Fiction",1
2419,"Biographies & Memoirs|General",4.5,56,7644,"Biographies & Memoirs",1
2421,"Health, Mind & Body|Diets & Weight Loss|Diets|General|Personal Health|Healthy Living",3,48,286954,"Health, Mind & Body",1
2423,"Literature & Fiction|General|Literary|Authors, A-Z|( A )|Achebe, Chinua",4,408,14276,"Literature & Fiction",1
2461,"Books on Tape|Children's Books|General|Literature|Action & Adventure|Teens|Literature & Fiction|Adventure & Thrillers|Fiction|Adventure|Authors, A-Z|( P )|Paulsen, Gary",4,294,216675,"Books on Tape",4
2498,"Nonfiction|Social Sciences|Gender Studies|General|Sociology|Women's Studies|Feminist Theory",3,112,75334,"Nonfiction",1
2515,"Religion & Spirituality|Christianity|Bibles|Translations|King James|Reference|Language Studies",4.5,40,23701,"Religion & Spirituality",2
2549,"Literature & Fiction|General|Classics|Authors, A-Z|( L )|Lewis, Sinclair",4,37,42183,"Literature & Fiction",1
2552,"Literature & Fiction|World Literature|United States|Classics|Rand, Ayn|General|Science Fiction & Fantasy|Science Fiction|Adventure|Authors, A-Z|( R )|Paperback",4,1244,782,"Literature & Fiction",2
2555,"Literature & Fiction|Drama|United States|Arts & Photography|Performing Arts|Theater|General|Books on CD|Poetry & Drama|Authors, A-Z|( W )|Williams, Tennessee|Poetry",3.5,108,101233,"Literature & Fiction",3
2563,"Mystery & Thrillers|Mystery|Series|Women Sleuths|Authors, A-Z|( B )|Barr, Nevada|General",4.5,54,19172,"Mystery & Thrillers",1
2606,"Books on Tape|Nonfiction|General|Travel|Europe|Essays & Travelogues|Categories|Travel Books",4,118,491005,"Books on Tape",3
2801,"Science Fiction & Fantasy|Authors, A-Z|( W )|Watt, Evans Lawrence|Fantasy|General",4.5,34,340097,"Science Fiction & Fantasy",1
2814,"Business & Investing|Careers|Guides|Health, Mind & Body|Self-Help|General|Personal Transformation|Success|Psychology & Counseling|Home & Office|Business & Investing Books",4.5,69,5200,"Business & Investing",2
2930,"Children's Books|Literature|Science Fiction, Fantasy, Mystery & Horror|Mysteries, Espionage, & Detectives|Spine-Chilling Horror|Horror|Authors, A-Z|( D )|Duncan, Lois|Teens|Literature & Fiction|Suspense|Mysteries",4.5,104,34796,"Children's Books",4
2935,"Health, Mind & Body|Psychology & Counseling|General|Religion & Spirituality|Christianity|Christian Living|Spirituality|Inspirational|Relationships|Marriage|Authors, A-Z|( J )|Jakes, T.D.|Women's Issues",5,73,103845,"Health, Mind & Body",2
2967,"Medicine|Internal Medicine|Oncology|General|Professional & Technical|Medical|Health, Mind & Body|Disorders & Diseases|Cancer",4.5,43,30697,"Medicine",3
2986,"Bargain Books|Literature & Fiction|Fiction|General|Contemporary|Genre Fiction|Historical|Amazon.com Outlet|Categories|Bargain Books Outlet",2.5,37,478693,"Bargain Books",2
3036,"Literature & Fiction|General|Contemporary|Religion & Spirituality|Fiction",4,33,225975,"Literature & Fiction",2
3038,"Literature & Fiction|General|Contemporary|Books on CD|Romance|Authors, A-Z|( C )|Collins, Jackie",3.5,44,1118909,"Literature & Fiction",3
3163,"Health, Mind & Body|Exercise & Fitness|General",4.5,47,11170,"Health, Mind & Body",1
3177,"Literature & Fiction|World Literature|United States|Native American|Sherman, Alexie|General|Contemporary|Literary|Mystery & Thrillers|Thrillers|Psychological & Suspense|Suspense|Authors, A-Z|( A )|Alexie, Sherman",4,79,131403,"Literature & Fiction",2
3308,"Biographies & Memoirs|Historical|General|History|Americas|Native American|General & Post-Columbus|Religion & Spirituality|Other Practices|Tribal & Ethnic",4.5,43,664962,"Biographies & Memoirs",3
3320,"Books on Tape|Children's Books|General|Literature|Action & Adventure|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Authors & Illustrators, A-Z|( P )|Pierce, Tamora|Popular Characters|Book Characters|Alanna|Fiction|Adventure|Fantasy",4.5,159,476289,"Books on Tape",2
3330,"Literature & Fiction|World Literature|United States|Classics|Rand, Ayn|General|Authors, A-Z|( R )|Hardcover",4.5,101,255513,"Literature & Fiction",1
3337,"Home & Garden|Crafts & Hobbies|Woodworking|Furniture & Carpentry|Home Design|Design & Construction|Remodeling & Renovation|General|Kitchens|How-to & Home Improvements|Do-It-Yourself",4.5,35,2333,"Home & Garden",1
3391,"Business & Investing|Finance|Finance & Investing|General|Industries & Professions|Accounting|Banks & Banking|Investing|Science|Mathematics|Applied|Professional & Technical|Professional Science|Accounting & Finance|New & Used Textbooks|Sciences|Business & Finance|Economics|Microeconomics|Home & Office|Business & Investing Books",4,50,14301,"Business & Investing",4
3439,"Health, Mind & Body|Self-Help|Motivational|Religion & Spirituality|Spirituality|Inspirational|Authors, A-Z|( C )|Canfield, Jack",5,39,7192,"Health, Mind & Body",2
3454,"Literature & Fiction|General|Contemporary|Genre Fiction|Erotica|Adult Fiction",4,114,17692,"Literature & Fiction",1
3458,"Business & Investing|Economics|Economic History|Theory|General|History|Americas|United States|Colonial Period|Home & Office|Business & Investing Books",4,52,18068,"Business & Investing",2
3518,"Travel|Europe|Spain|General|Categories|Travel Books",4,36,168901,"Travel",1
3791,"Computers & Internet|Operating Systems|Unix|BSD|General",4,32,546878,"Computers & Internet",1
3829,"Children's Books|Animals|Dogs|Fiction|Literature|Action & Adventure|People & Places|Family Life|Multigenerational|Sports & Activities|Sports|Winter Sports|Ages 9-12|General",4,232,3466,"Children's Books",2
3858,"Literature & Fiction|World Literature|United States|Classics|General|Books & Reading|Reference|Education|Book Notes",3.5,709,104583,"Literature & Fiction",2
3920,"Literature & Fiction|General|Contemporary|Romance",2.5,34,65410,"Literature & Fiction",2
3971,"Health, Mind & Body|Psychology & Counseling|Neuropsychology|Science|History & Philosophy|General|Medicine|Internal Medicine|Neurology|Professional & Technical|Medical|Biological Sciences|Anatomy",4.5,63,386873,"Health, Mind & Body",4
3973,"Children's Books|History & Historical Fiction|Fiction|Medieval|Literature|Action & Adventure|Religions|Christian|Teens|Literature & Fiction|Adventure & Thrillers|Historical Fiction|General|Christianity|Ages 9-12",3,38,137258,"Children's Books",3
4014,"Comics & Graphic Novels|Graphic Novels|General",5,84,2768,"Comics & Graphic Novels",1
4047,"Parenting & Families|General|Health, Mind & Body|Disorders & Diseases|Heart Disease|Authors, A-Z|Ornish, Dean|Personal Health|Healthy Living",4,37,2763,"Parenting & Families",2
4095,"Arts & Photography|Art|Instruction & Reference|General|Graphic Design|Cartooning|Drawing|Specific Objects|Comics & Graphic Novels|Manga|By Creator|Hayashi, Hikaru|By Series|How to Draw Manga",4.5,45,140101,"Arts & Photography",2
4120,"Religion & Spirituality|Christianity|Mormonism|Controversial|General|Occult|Cults & Demonism",3.5,49,179054,"Religion & Spirituality",1
4198,"Nonfiction|Automotive|Motorcycles|General|Transportation",4.5,56,2051,"Nonfiction",1
4249,"Literature & Fiction|General|Classics|World Literature|British|Shakespeare|Books on CD|Poetry & Drama|Drama|Playwrights, A-Z|( S )|Shakespeare, William|Poetry|Poets, A-Z|Authors, A-Z",4.5,36,166140,"Literature & Fiction",2
4253,"Children's Books|Literature|Action & Adventure|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Ages 9-12|General|Series|Fantasy & Adventure|Unicorn Chronicles",5,157,34426,"Children's Books",1
4264,"Biographies & Memoirs|Arts & Literature|Authors|Entertainers|General|Literature & Fiction|World Literature|United States|Classics|Nabokov, Vladimir|Authors, A-Z|( N )|Russian",4.5,34,292253,"Biographies & Memoirs",2
4311,"Children's Books|People & Places|Multicultural Stories|Native North & South Americans|Social Issues|Special Needs|Fiction|Literature & Fiction|World Literature|United States|Native American|Dorris, Michael|Authors, A-Z|( D )|Ages 9-12|General",3,33,167430,"Children's Books",2
4386,"Literature & Fiction|General|Classics|Teens",4,174,132250,"Literature & Fiction",2
4391,"Business & Investing|Economics|Economic Conditions|Nonfiction|Politics|General|Ideologies|Communism & Socialism|Radical Thought|Home & Office|Business & Investing Books",3.5,210,2028767,"Business & Investing",2
4434,"Children's Books|Literature|Action & Adventure|Classics by Age|General|Ages 4-8|Picture Books|Authors & Illustrators, A-Z|( M )|McCloskey, Robert",5,32,16394,"Children's Books",1
4536,"Nonfiction|Social Sciences|Popular Culture|History|Americas|United States|20th Century|1945 - Present|Current Events|Poverty|General|Politics|Sociology",4,50,157066,"Nonfiction",2
4558,"Horror|United States|Authors, A-Z|( L )|Lumley, Brian|General|Vampires",4.5,118,668333,"Horror",1
4559,"Science Fiction & Fantasy|Science Fiction|General|Series|Media Series|Star Wars|Authors, A-Z|( B )|Bear, Greg|Hardcover",3.5,171,152907,"Science Fiction & Fantasy",1
4645,"Romance|General|Books on CD|Literature & Fiction|Authors, A-Z|( R )|Roberts, Nora|Books on Tape",4.5,114,972695,"Romance",4
4712,"Computers & Internet|Certification Central|Publisher|Sybex|Networking|Notes|Networks, Protocols & API's|Bridges & Routers|Networks|Exams|CCNA|Cisco|General",4.5,84,506887,"Computers & Internet",1
4714,"Nonfiction|Government|Democracy|Politics|General|Freedom & Security",4,97,9168,"Nonfiction",1
4739,"Children's Books|Literature|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Authors & Illustrators, A-Z|( R )|Rowling, J.K.|General|Series|Fantasy & Adventure|Harry Potter Books|Paperback|Braille",5,4921,868892,"Children's Books",1
4781,"Religion & Spirituality|Christianity|Christian Living|Faith|General|Authors, A-Z|( Y )|Yancey, Philip|Paperback",4.5,49,5935,"Religion & Spirituality",1
4786,"Science|Mathematics|Pure Mathematics|Calculus|Professional & Technical|Professional Science",3,104,21123,"Science",2
4930,"Home & Garden|Animal Care & Pets|Horses|General|Showing & Training|Science|Biological Sciences|Animals",5,42,17403,"Home & Garden",2
4951,"Entertainment|Humor|Sports|Coaching|Golf|General|Miscellaneous|Essays",5,37,1633,"Entertainment",2
4987,"Literature & Fiction|General|Contemporary|Mystery & Thrillers|Authors, A-Z|( L )|Leonard, Elmore|Paperback",3.5,64,152904,"Literature & Fiction",2
5035,"Home & Garden|Crafts & Hobbies|Beadwork|General|Glass & Glassware",5,32,225574,"Home & Garden",1
5092,"Health, Mind & Body|Alternative Medicine|General|Psychology & Counseling|Neuropsychology|Mental Health|Emotions|Medicine|Alternative & Holistic|Internal Medicine|Neurology|Neuroscience|Professional & Technical|Medical",3.5,70,672,"Health, Mind & Body",3
5179,"Science Fiction & Fantasy|Science Fiction|General",4.5,35,157426,"Science Fiction & Fantasy",1
5197,"Literature & Fiction|Genre Fiction|Historical|War|Mystery & Thrillers|Authors, A-Z|( G )|Griffin, W. E. B.|General|Paperback|History|Military|World War II|Naval",4.5,34,18493,"Literature & Fiction",3
5204,"Business & Investing|Economics|General|Science|Earth Sciences|Environmental Science|Engineering|Environmental|Professional & Technical|Professional Science|Natural Resources|Home & Office|Business & Investing Books",3.5,303,394632,"Business & Investing",4
5206,"Literature & Fiction|General|Contemporary",4,56,153086,"Literature & Fiction",1
5238,"Literature & Fiction|Genre Fiction|Anthologies|Romance|Authors, A-Z|( M )|McNaught, Judith|General|Contemporary|Historical",3.5,153,266553,"Literature & Fiction",2
5326,"Religion & Spirituality|New Age|Channeling|General|Reincarnation|Occult|Near-Death Experiences",4.5,177,1053,"Religion & Spirituality",1
5354,"Religion & Spirituality|Christianity|Church History|General",4.5,47,2315,"Religion & Spirituality",1
5355,"Nonfiction|True Accounts|Murder & Mayhem|True Crime",4.5,79,112767,"Nonfiction",1
5373,"Religion & Spirituality|Christianity|Bibles|Translations|New Revised Standard",4,39,46476,"Religion & Spirituality",1
5376,"Business & Investing|Biographies & Primers|Inspiration|Management & Leadership|Leadership|Health, Mind & Body|Self-Help|General|Sports|Basketball|College & University",4,45,11021,"Business & Investing",3
5378,"Literature & Fiction|Drama|United States|Arts & Photography|Performing Arts|Theater|Playwriting|Nonfiction|Women's Studies|General",4,91,251480,"Literature & Fiction",3
5410,"Children's Books|Animals|Bears|Fiction|Literature|Action & Adventure|Humorous|Authors & Illustrators, A-Z|( O )|Oxenbury, Helen",5,33,64606,"Children's Books",1
5444,"Children's Books|Baby-3|Bedtime & Dreaming|Literature|Classics by Age|General|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Ages 4-8|Picture Books|Authors & Illustrators, A-Z|( S )|Sendak, Maurice|Obsessions|Monsters",5,211,452209,"Children's Books",1
5561,"Computers & Internet|General|Databases",3.5,38,130605,"Computers & Internet",1
5579,"Nonfiction|Social Sciences|Sociology|General|Women's Studies|Parenting & Families|Family Relationships|Motherhood|Science|Evolution|Nature & Ecology",4.5,36,322662,"Nonfiction",3
5670,"Health, Mind & Body|Personal Health|Women's Health|General|Medicine|Specialties|Obstetrics & Gynecology|Professional & Technical|Medical|Surgery",4.5,37,12846,"Health, Mind & Body",3
5716,"Literature & Fiction|General|Contemporary",4.5,52,368161,"Literature & Fiction",1
5785,"Children's Books|Literature|Poetry|Dr. Seuss|People & Places|Social Situations|Emotions & Feelings|Fiction|Ages 4-8|Picture Books|General|Popular Characters|Book Characters|Authors & Illustrators, A-Z|( S )",4.5,46,1079852,"Children's Books",1
5819,"Science Fiction & Fantasy|Fantasy|Epic|General|Series",3,33,408167,"Science Fiction & Fantasy",1
5895,"Horror|Authors, A-Z|( H )|Hamilton, Laurell K.|General|Vampires|Science Fiction & Fantasy|Fantasy",4.5,338,27686,"Horror",2
5964,"Science Fiction & Fantasy|Science Fiction|General",3.5,34,330280,"Science Fiction & Fantasy",1
6015,"Books on Tape|Literature & Fiction|General|Unabridged|World Literature|United States|Asian American|Tan, Amy|Contemporary|Mythology|Authors, A-Z|( T )",4,275,411822,"Books on Tape",2
6045,"Mystery & Thrillers|Mystery|General|Authors, A-Z|( M )|McDermid, Val",3.5,32,539881,"Mystery & Thrillers",1
6170,"Mystery & Thrillers|Police Procedurals|Thrillers|General|Suspense|Authors, A-Z|( K )|Kellerman, Jonathan",3.5,55,18042,"Mystery & Thrillers",1
6244,"Books on Tape|Health, Mind & Body|Personal Growth|Religion & Spirituality|General|Relationships|Interpersonal Relations|Love & Romance|Self-Help|Success|New Age",5,73,277805,"Books on Tape",3
6261,"Children's Books|Religions|Fiction|Christian|Christianity|Ages 4-8",5,43,1198550,"Children's Books",1
6286,"Literature & Fiction|General|Classics|Teens|Authors, A-Z|( W )|Wilder, Thornton",4,72,1375615,"Literature & Fiction",2
6318,"Health, Mind & Body|Relationships|Interpersonal Relations|Love & Romance|Dating",4,257,1981,"Health, Mind & Body",1
6322,"Biographies & Memoirs|Professionals & Academics|Military & Spies|Science|Astronomy|Aeronautics & Astronautics|Leaders & Notable People|Military|General",4.5,70,1553254,"Biographies & Memoirs",2
6370,"Literature & Fiction|General|Comic|Contemporary",3,631,3319,"Literature & Fiction",1
6449,"Literature & Fiction|General|Classics|Literary",3.5,102,18500,"Literature & Fiction",1
6455,"Nonfiction|Politics|General",3.5,133,761302,"Nonfiction",1
6481,"Literature & Fiction|General|Contemporary|World Literature|Latin American|Women's Fiction|Domestic Life",4,45,13586,"Literature & Fiction",1
6488,"Literature & Fiction|General|Classics|Science Fiction & Fantasy|Science Fiction",4.5,33,172852,"Literature & Fiction",2
6580,"Children's Books|Literature|Classics by Age|General|Ages 9-12|Authors & Illustrators, A-Z|( B )|Blume, Judy|Series|Classics|Scribner's Illustrated Classics|People & Places|Girls & Women|Fiction",4.5,284,79253,"Children's Books",1
6626,"Biographies & Memoirs|Arts & Literature|Composers & Musicians|Rock|Entertainers|General|Historical|British|Entertainment|Music|Musical Genres|Pop Culture|Beatles",5,208,224018,"Biographies & Memoirs",2
6688,"Children's Books|Animals|Mice, Hamsters, Guinea Pigs & Squirrels|Fiction|Literature|Action & Adventure|Science Fiction, Fantasy, Mystery & Horror|Science Fiction, Fantasy, & Magic|Series|Fantasy & Adventure|Redwall|Teens|Literature & Fiction|Adventure & Thrillers|Science Fiction & Fantasy|Fantasy|Science Fiction|Authors & Illustrators, A-Z|( J )|Jacques, Brian",4.5,681,91427,"Children's Books",4
6709,"Literature & Fiction|World Literature|United States|Native American|Dorris, Michael|General|Contemporary|Authors, A-Z|( D )",4,124,4030,"Literature & Fiction",1
6801,"Literature & Fiction|General|Comic|World Literature|British|Contemporary|Authors, A-Z|( F )|Fielding, Helen",3.5,71,255114,"Literature & Fiction",1
6808,"Children's Books|People & Places|Family Life|Marriage & Divorce|Fiction|Social Situations|Friendship|Sports & Activities|Sports|Basketball|Teens|School & Sports|Literature & Fiction|General|Issues|Divorce",4.5,33,15636,"Children's Books",4
6860,"Literature & Fiction|World Literature|British|Classics|Hardy, Thomas|General|Contemporary|Authors, A-Z|( H )",4,63,1521643,"Literature & Fiction",1
