"from_name","to_name","connected","num_common_genre","from_salesrank","from_rating","from_reviews","to_salesrank","to_rating","to_reviews","from_degree","from_closeness","from_betweenness","from_transitivity","from_eigenvec_centrality","pagerank.x","to_degree","to_closeness","to_betweenness","to_transitivity","to_eigenvec_centrality","pagerank.y","same_community"
185,237324,1,1,14050,3.5,45,193304,5,36,2,1.03166276182311e-06,0,1,1.14722736661774e-07,7.58871410481261e-06,0,NA,0,NA,2.65662900621852e-16,1.59003914677098e-06,0
185,240458,1,1,14050,3.5,45,206430,4.5,195,2,1.03166276182311e-06,0,1,1.14722736661774e-07,7.58871410481261e-06,0,NA,0,NA,2.65662900621852e-16,1.59003914677098e-06,0
193,3973,1,2,10350,3,261,137258,3,38,18,1.44763051836754e-06,0.00748303080088431,0.0261437908496732,0.00393522761565906,4.75203920834342e-05,2,1.05016204000277e-06,4.55930668488627e-05,0,1.47992137617996e-07,7.12329932410082e-06,0
193,212539,1,1,10350,3,261,67386,4,55,18,1.44763051836754e-06,0.00748303080088431,0.0261437908496732,0.00393522761565906,4.75203920834342e-05,2,1.06815581829815e-06,3.66710796845171e-06,0,9.76275873304418e-08,6.96849691727015e-06,0
220,3236,1,2,828048,4.5,30,498403,4,187,5,1.00574886048654e-06,0.000128092704969384,0.2,2.73026714649301e-08,1.65418353842733e-05,2,1.24368828196901e-06,0.000131612422775812,0,3.09679098630942e-05,6.48187719507828e-06,0
255,257,1,3,144965,4,27,38960,4.5,167,3,1.20827815529757e-06,0,1,3.21297657130138e-05,9.37497242509416e-06,7,1.12717587212415e-06,3.13222378856237e-05,0.19047619047619,2.18600065074992e-06,1.81646276266469e-05,0
255,16482,1,1,144965,4,27,1015787,4,345,3,1.20827815529757e-06,0,1,3.21297657130138e-05,9.37497242509416e-06,2,9.7310815610601e-07,8.77146818026698e-06,0,1.13831402651965e-08,7.46177765659519e-06,0
255,20386,1,1,144965,4,27,876,4,433,3,1.20827815529757e-06,0,1,3.21297657130138e-05,9.37497242509416e-06,1,1,0,NA,2.28439749704504e-16,1.06002609784273e-05,0
255,52102,1,1,144965,4,27,200437,3.5,49,3,1.20827815529757e-06,0,1,3.21297657130138e-05,9.37497242509416e-06,1,1.20878934911529e-06,0,NA,1.68666320128347e-05,5.01590362743842e-06,0
257,2967,1,1,38960,4.5,167,30697,4.5,43,7,1.12717587212415e-06,3.13222378856237e-05,0.19047619047619,2.18600065074992e-06,1.81646276266469e-05,2,0.0204081632653061,0,1,1.08733529250318e-16,6.94260598064722e-06,0
257,10332,1,2,38960,4.5,167,23094,5,28,7,1.12717587212415e-06,3.13222378856237e-05,0.19047619047619,2.18600065074992e-06,1.81646276266469e-05,2,0.025,2.20006600154003e-09,0,3.28508525232032e-16,9.67242480683009e-06,0
257,18286,1,1,38960,4.5,167,81813,4,30,7,1.12717587212415e-06,3.13222378856237e-05,0.19047619047619,2.18600065074992e-06,1.81646276266469e-05,2,0.142857142857143,0,1,3.06718876424064e-16,1.01668050123546e-05,0
265,1945,1,3,100261,4.5,47,46189,4.5,29,4,1.29650397702595e-06,3.00009000210004e-10,0.666666666666667,0.00011659592226868,1.11707740711544e-05,2,1.21781912950289e-06,1.5379427942362e-05,0,1.46627896795372e-05,6.50063251491267e-06,0
265,52156,1,1,100261,4.5,47,10990,3.5,868,4,1.29650397702595e-06,3.00009000210004e-10,0.666666666666667,0.00011659592226868,1.11707740711544e-05,0,NA,0,NA,2.65662900621852e-16,1.59003914677098e-06,0
265,230606,1,2,100261,4.5,47,703003,4.5,35,4,1.29650397702595e-06,3.00009000210004e-10,0.666666666666667,0.00011659592226868,1.11707740711544e-05,0,NA,0,NA,2.65662900621852e-16,1.59003914677098e-06,0
282,229871,1,1,135990,4.5,74,195265,5,29,2,8.6064000633431e-07,1.42870286080008e-05,0,1.79730244197064e-10,1.11637255002005e-05,1,7.28068572410424e-07,0,NA,3.85664728583234e-14,5.93238621538413e-06,0
350,5426,1,1,445384,4,29,1135969,4.5,54,5,1.11317915059978e-06,8.18484882430385e-06,0.3,1.73895007793657e-06,1.28985820118125e-05,4,1.12777206373265e-06,0,1,3.10739795698777e-06,1.00661409255928e-05,0
350,6244,1,1,445384,4,29,277805,5,73,5,1.11317915059978e-06,8.18484882430385e-06,0.3,1.73895007793657e-06,1.28985820118125e-05,6,1.25385875030406e-06,6.18547022270997e-05,0.0666666666666667,6.87709966392115e-05,2.28597788973641e-05,1
435,439,1,1,125967,4.5,27,105471,4.5,62,26,1.26398920047627e-06,0.0011397239875487,0.0615384615384615,0.000117518683711144,6.73346546550509e-05,6,1.0754376493514e-06,0.000183141631024702,0.2,5.10630515475021e-07,1.74203452740858e-05,0
435,2555,1,1,125967,4.5,27,101233,3.5,108,26,1.26398920047627e-06,0.0011397239875487,0.0615384615384615,0.000117518683711144,6.73346546550509e-05,48,1.4200289401898e-06,0.00424352829614168,0.0150709219858156,0.00275960596968227,0.000119012961205211,0
439,2555,1,3,105471,4.5,62,101233,3.5,108,6,1.0754376493514e-06,0.000183141631024702,0.2,5.10630515475021e-07,1.74203452740858e-05,48,1.4200289401898e-06,0.00424352829614168,0.0150709219858156,0.00275960596968227,0.000119012961205211,0
448,10227,1,2,607,4.5,141,342723,4,390,18,1.40741199452798e-06,0.00261869742124797,0.0522875816993464,0.000350674076183947,4.05314774805619e-05,2,9.01413325953763e-07,0,1,1.84506691466107e-09,7.69169953692391e-06,0
448,101173,1,1,607,4.5,141,484543,4,37,18,1.40741199452798e-06,0.00261869742124797,0.0522875816993464,0.000350674076183947,4.05314774805619e-05,2,0.166666666666667,6.00018000420009e-10,0,3.57007625149434e-16,1.12680174667001e-05,0
450,1602,1,4,52294,4.5,179,486232,4,50,27,1.46100362182798e-06,0.00475734380977901,0.0142450142450142,0.00423025524396351,7.87087182022729e-05,5,1.21372332691274e-06,7.81278606306174e-05,0.2,2.09810914187648e-05,1.50054724558076e-05,0
472,40601,1,1,149198,4.5,47,608134,4,29,5,1.17069287457782e-06,8.48595458388786e-05,0.1,2.52025547507147e-06,1.77893283368965e-05,1,7.39180249103744e-07,0,NA,9.48307573079432e-15,6.27788507249255e-06,0
472,148899,1,1,149198,4.5,47,589632,4.5,51,5,1.17069287457782e-06,8.48595458388786e-05,0.1,2.52025547507147e-06,1.77893283368965e-05,1,1,0,NA,2.28381040027794e-16,1.06002609784192e-05,0
472,159315,1,1,149198,4.5,47,86994,4.5,25,5,1.17069287457782e-06,8.48595458388786e-05,0.1,2.52025547507147e-06,1.77893283368965e-05,1,9.3835214103808e-07,0,NA,8.68636567623496e-10,5.41252653526811e-06,0
501,502,1,1,348971,4.5,55,156004,3,28,4,1.29650397702595e-06,1.42870286080008e-05,0.5,0.000109170134794619,1.21385420723033e-05,2,1.25088656585355e-06,6.16938060407386e-05,0,4.49394377889298e-05,6.40307661643245e-06,0
561,640,1,1,440649,4,78,136193,4,64,2,1.12271499430783e-06,6.36699763432128e-05,0,1.41211458651369e-06,6.37958178563437e-06,1,9.349298194931e-07,0,NA,4.79159977385263e-09,5.81800461829792e-06,0
575,658,1,1,178278,4.5,56,680025,4,77,4,1.0498191686482e-06,4.57478617791124e-06,0.5,3.86745538052206e-07,1.22739413147025e-05,11,1.22909463659973e-06,0.0006444309791107,0.163636363636364,3.78109083421691e-05,2.93638961285058e-05,1
575,113097,1,1,178278,4.5,56,6155,4,25,4,1.0498191686482e-06,4.57478617791124e-06,0.5,3.86745538052206e-07,1.22739413147025e-05,3,1.0783403479373e-06,2.85736572040014e-05,0.333333333333333,4.43654898134625e-07,1.1489591685757e-05,0
575,148899,1,1,178278,4.5,56,589632,4.5,51,4,1.0498191686482e-06,4.57478617791124e-06,0.5,3.86745538052206e-07,1.22739413147025e-05,1,1,0,NA,2.28381040027794e-16,1.06002609784192e-05,0
577,1314,1,1,758,4.5,316,112118,4,26,12,1.2011333894663e-06,0.000313024015599435,0.227272727272727,2.65934141815412e-06,2.8330546242817e-05,7,1.1209467965022e-06,0.000173728306889262,0.142857142857143,1.54145841947051e-06,1.87884947536979e-05,0
579,668,1,0,207096,4.5,32,152763,4,236,3,1.12174525613931e-06,3.02983191538686e-06,0.666666666666667,1.66690530077554e-06,8.56254498362262e-06,9,1.45144411432154e-06,0.00139380594133817,0.0833333333333333,0.00404578753474883,2.51230662928092e-05,0
592,688,1,0,889974,2.5,26,569310,3,1688,4,1.32336749385957e-06,0.000103403956739861,0,0.000256201435430918,1.47939868490752e-05,11,1.38088359979784e-06,0.00110848142878136,0.109090909090909,0.000532285171216809,2.61678116191773e-05,0
592,1316,1,1,889974,2.5,26,31978,4.5,110,4,1.32336749385957e-06,0.000103403956739861,0,0.000256201435430918,1.47939868490752e-05,4,1.21657461252099e-06,4.2456699201419e-06,0.5,2.1268289585145e-05,1.10026556756202e-05,1
592,119697,1,3,889974,2.5,26,224099,4,30,4,1.32336749385957e-06,0.000103403956739861,0,0.000256201435430918,1.47939868490752e-05,4,9.13820344747863e-07,2.22031862953063e-06,0.333333333333333,2.66207508918727e-09,1.29364700795578e-05,0
592,134359,1,3,889974,2.5,26,135161,4.5,34,4,1.32336749385957e-06,0.000103403956739861,0,0.000256201435430918,1.47939868490752e-05,5,0.05,3.53343933580672e-09,0.6,2.72444179325647e-16,1.53367997189684e-05,0
632,745,1,1,338392,4.5,29,233069,5,25,5,1.31573407435476e-06,5.95988210084348e-05,0.1,0.000388042465423759,1.41440028162316e-05,1,9.65125200866682e-07,0,NA,5.91889824055422e-09,5.87130772406244e-06,0
632,863,1,2,338392,4.5,29,41024,5,258,5,1.31573407435476e-06,5.95988210084348e-05,0.1,0.000388042465423759,1.41440028162316e-05,5,1.11277780497901e-06,3.45614532239489e-05,0.2,2.11891385145483e-07,1.64219426181954e-05,0
633,745,1,3,2745,4.5,54,233069,5,25,2,1.20269789191114e-06,0,1,2.87097046597826e-05,6.9469906530878e-06,1,9.65125200866682e-07,0,NA,5.91889824055422e-09,5.87130772406244e-06,0
633,3475,1,5,2745,4.5,54,7719,5,57,2,1.20269789191114e-06,0,1,2.87097046597826e-05,6.9469906530878e-06,4,1.07176656066895e-06,0.000188935293325223,0,5.13951798693482e-07,1.2368080416534e-05,0
668,1370,1,1,152763,4,236,1086094,3.5,52,9,1.45144411432154e-06,0.00139380594133817,0.0833333333333333,0.00404578753474883,2.51230662928092e-05,5,1.29297693717037e-06,8.40574502710165e-05,0.1,0.000142848150852494,1.5772145797648e-05,1
668,1371,1,3,152763,4,236,18558,4.5,221,9,1.45144411432154e-06,0.00139380594133817,0.0833333333333333,0.00404578753474883,2.51230662928092e-05,2,1.14657203625461e-06,1.42870286080008e-05,0,5.31373948320166e-06,8.78816247672699e-06,1
668,173049,1,2,152763,4,236,48168,3.5,71,9,1.45144411432154e-06,0.00139380594133817,0.0833333333333333,0.00404578753474883,2.51230662928092e-05,0,NA,0,NA,2.65662900621852e-16,1.59003914677098e-06,0
670,676,1,4,833174,3.5,40,359382,4.5,551,10,1.16276095262679e-06,0.000101725359138458,0.177777777777778,1.34124117518015e-05,2.6578425701533e-05,3,9.6512892674768e-07,1.42870286080008e-05,0.333333333333333,6.97473926258023e-09,1.32767494293721e-05,0
670,789,1,2,833174,3.5,40,48215,5,124,10,1.16276095262679e-06,0.000101725359138458,0.177777777777778,1.34124117518015e-05,2.6578425701533e-05,1,1.12670978209433e-06,0,NA,1.40273298355438e-06,4.59943838400553e-06,1
670,6644,1,1,833174,3.5,40,68039,4,30,10,1.16276095262679e-06,0.000101725359138458,0.177777777777778,1.34124117518015e-05,2.6578425701533e-05,7,1.0798599637599e-06,0.000125558413853838,0.142857142857143,9.74116496135801e-08,2.06071257437271e-05,0
670,19980,1,2,833174,3.5,40,931065,4,253,10,1.16276095262679e-06,0.000101725359138458,0.177777777777778,1.34124117518015e-05,2.6578425701533e-05,2,9.26575386636744e-07,0,1,1.54734368877915e-09,7.53360367891514e-06,0
670,63378,1,1,833174,3.5,40,277797,4,47,10,1.16276095262679e-06,0.000101725359138458,0.177777777777778,1.34124117518015e-05,2.6578425701533e-05,10,1.12136788940621e-06,0.000144094481870185,0.177777777777778,7.33867573331276e-07,2.26810627299608e-05,0
670,82150,1,1,833174,3.5,40,104100,4,38,10,1.16276095262679e-06,0.000101725359138458,0.177777777777778,1.34124117518015e-05,2.6578425701533e-05,2,1.05954202355574e-06,0,1,7.74216499518871e-07,7.22006823175786e-06,0
670,91945,1,1,833174,3.5,40,12054,4.5,88,10,1.16276095262679e-06,0.000101725359138458,0.177777777777778,1.34124117518015e-05,2.6578425701533e-05,3,1.02435821396999e-06,2.14303429060011e-05,0,3.64847454103482e-08,1.36452401536705e-05,0
676,6644,1,1,359382,4.5,551,68039,4,30,3,9.6512892674768e-07,1.42870286080008e-05,0.333333333333333,6.97473926258023e-09,1.32767494293721e-05,7,1.0798599637599e-06,0.000125558413853838,0.142857142857143,9.74116496135801e-08,2.06071257437271e-05,0
676,63378,1,1,359382,4.5,551,277797,4,47,3,9.6512892674768e-07,1.42870286080008e-05,0.333333333333333,6.97473926258023e-09,1.32767494293721e-05,10,1.12136788940621e-06,0.000144094481870185,0.177777777777778,7.33867573331276e-07,2.26810627299608e-05,0
676,82150,1,1,359382,4.5,551,104100,4,38,3,9.6512892674768e-07,1.42870286080008e-05,0.333333333333333,6.97473926258023e-09,1.32767494293721e-05,2,1.05954202355574e-06,0,1,7.74216499518871e-07,7.22006823175786e-06,0
676,107409,1,2,359382,4.5,551,17525,4.5,76,3,9.6512892674768e-07,1.42870286080008e-05,0.333333333333333,6.97473926258023e-09,1.32767494293721e-05,3,7.93967120233617e-07,0,1,7.7919628791981e-13,1.02800736456615e-05,0
676,113533,1,1,359382,4.5,551,13096,4.5,129,3,9.6512892674768e-07,1.42870286080008e-05,0.333333333333333,6.97473926258023e-09,1.32767494293721e-05,4,7.86378044954087e-07,4.74199221311787e-05,0,3.8515813075365e-13,1.82398287486534e-05,0
676,179283,1,2,359382,4.5,551,2903,5,609,3,9.6512892674768e-07,1.42870286080008e-05,0.333333333333333,6.97473926258023e-09,1.32767494293721e-05,3,1.28136296015346e-06,0.000109341624618434,0,0.000464068178216776,1.11670585690481e-05,0
676,184670,1,1,359382,4.5,551,416362,3,31,3,9.6512892674768e-07,1.42870286080008e-05,0.333333333333333,6.97473926258023e-09,1.32767494293721e-05,3,9.72013779267335e-07,5.71463143780021e-05,0,1.57439323486243e-09,1.33243195308826e-05,0
681,683,1,1,5559,4.5,87,531001,3.5,36,5,1.32528619555393e-06,0.000202564243444087,0.1,0.000267271830119099,1.52113164021745e-05,6,1.42954964897408e-06,0.000604971446470935,0.0666666666666667,0.00296273814562552,2.01161638635495e-05,0
681,797,1,1,5559,4.5,87,852610,4.5,62,5,1.32528619555393e-06,0.000202564243444087,0.1,0.000267271830119099,1.52113164021745e-05,9,1.07380128877631e-06,0.000518495321306667,0.0833333333333333,9.12386050241606e-07,2.67546901808547e-05,0
681,1318,1,1,5559,4.5,87,494999,4,292,5,1.32528619555393e-06,0.000202564243444087,0.1,0.000267271830119099,1.52113164021745e-05,4,0.125,1.00003000070001e-09,0.5,4.65139449530645e-16,1.40693490306345e-05,0
681,6488,1,1,5559,4.5,87,172852,4.5,33,5,1.32528619555393e-06,0.000202564243444087,0.1,0.000267271830119099,1.52113164021745e-05,25,9.31823158600961e-07,0.000357030890607758,0.0566666666666667,5.59137726264493e-09,6.32001583103101e-05,0
681,120342,1,1,5559,4.5,87,169130,5,85,5,1.32528619555393e-06,0.000202564243444087,0.1,0.000267271830119099,1.52113164021745e-05,4,7.6618371553131e-07,1.37428362446828e-05,0.333333333333333,2.50829921547612e-14,1.30476008853894e-05,0
683,797,1,3,531001,3.5,36,852610,4.5,62,6,1.42954964897408e-06,0.000604971446470935,0.0666666666666667,0.00296273814562552,2.01161638635495e-05,9,1.07380128877631e-06,0.000518495321306667,0.0833333333333333,9.12386050241606e-07,2.67546901808547e-05,1
683,1318,1,4,531001,3.5,36,494999,4,292,6,1.42954964897408e-06,0.000604971446470935,0.0666666666666667,0.00296273814562552,2.01161638635495e-05,4,0.125,1.00003000070001e-09,0.5,4.65139449530645e-16,1.40693490306345e-05,0
683,120342,1,1,531001,3.5,36,169130,5,85,6,1.42954964897408e-06,0.000604971446470935,0.0666666666666667,0.00296273814562552,2.01161638635495e-05,4,7.6618371553131e-07,1.37428362446828e-05,0.333333333333333,2.50829921547612e-14,1.30476008853894e-05,0
683,196242,1,1,531001,3.5,36,25260,5,28,6,1.42954964897408e-06,0.000604971446470935,0.0666666666666667,0.00296273814562552,2.01161638635495e-05,3,9.56435327277823e-07,0.000128568857039997,0.333333333333333,5.36376418600263e-10,9.85941972537879e-06,0
688,1316,1,0,569310,3,1688,31978,4.5,110,11,1.38088359979784e-06,0.00110848142878136,0.109090909090909,0.000532285171216809,2.61678116191773e-05,4,1.21657461252099e-06,4.2456699201419e-06,0.5,2.1268289585145e-05,1.10026556756202e-05,0
724,904,1,1,137116,5,25,264904,4,32,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,10,1.07176196595441e-06,6.79912067447887e-05,0.155555555555556,5.73589357395146e-07,2.65645109912923e-05,0
724,5354,1,2,137116,5,25,2315,4.5,47,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,3,1.20542925335712e-06,1.54056193693742e-06,0.333333333333333,1.76151080119495e-05,8.42538605212475e-06,0
724,12989,1,1,137116,5,25,55166,4,28,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,3,1.00069147781117e-06,1.48866252577301e-05,0,2.1014134984904e-08,1.19977453495707e-05,0
724,21735,1,1,137116,5,25,832012,4.5,417,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,3,7.38962850859562e-07,7.14311429200014e-06,0.666666666666667,4.16810258916477e-15,1.14217969060893e-05,0
724,25570,1,2,137116,5,25,4573,5,54,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,1,7.86434322510424e-07,0,NA,1.00824794399496e-11,3.95887317218557e-06,0
724,26737,1,2,137116,5,25,362062,5,50,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,3,0.333333333333333,0,1,3.56355927072191e-16,1.0600260978421e-05,0
724,29103,1,1,137116,5,25,603431,5,29,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,1,9.46101541294021e-07,0,NA,3.26780400656613e-10,4.271910875106e-06,0
724,31714,1,1,137116,5,25,380641,4,56,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,3,1.23818922255337e-06,2.65760158683137e-05,0,3.86359544094962e-05,9.05809536935913e-06,0
724,33172,1,1,137116,5,25,24645,4,40,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,0,NA,0,NA,2.65662900621852e-16,1.59003914677098e-06,0
724,46012,1,1,137116,5,25,1394364,4.5,54,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,5,8.6840155930184e-07,0.000353519347267936,0.4,2.70498634864757e-11,1.41527441941161e-05,0
724,70663,1,2,137116,5,25,65166,4.5,35,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,5,1.04891840778381e-06,1.46308747829226e-05,0.2,2.30055592779603e-07,1.61248362876282e-05,0
724,96142,1,1,137116,5,25,489644,3.5,422,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,1,1.0388142558558e-06,0,NA,3.58539038360779e-09,4.29289062349638e-06,0
724,106081,1,2,137116,5,25,6827,5,490,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,1,6.18392093980757e-07,0,NA,1.53067368985118e-16,6.37955103485783e-06,0
724,156839,1,2,137116,5,25,106603,4,25,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,1,8.33686260516952e-07,0,NA,2.67441333193121e-12,5.78845972335519e-06,0
724,166883,1,1,137116,5,25,301246,4,32,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,2,7.93735836776163e-07,5.50000784693128e-05,0,2.53851551073593e-13,8.57573651825673e-06,0
724,182351,1,1,137116,5,25,59235,3.5,114,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,1,1.15993133206514e-06,0,NA,2.83651543176104e-05,4.68602426495689e-06,0
724,211312,1,1,137116,5,25,2307,4,86,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,3,7.27482242158469e-07,0,1,4.902334175336e-14,1.02598158538271e-05,0
724,232008,1,2,137116,5,25,9507,3.5,41,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,3,0.142857142857143,1.20003600084002e-09,0.333333333333333,4.26608390776253e-16,1.31746379900836e-05,0
724,245507,1,1,137116,5,25,3868,4.5,259,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,2,1.23799454787201e-06,4.28598857880017e-05,0,4.73495343216128e-05,7.8701898851434e-06,0
724,256633,1,1,137116,5,25,791197,5,56,2,1.28029497996338e-06,0.00086822002626632,0,0.000170562024438333,6.0610022833219e-06,2,0.0384615384615385,4.80014400336007e-09,0,3.44865354832638e-16,9.72216570027533e-06,0
745,860,1,1,233069,5,25,147191,3.5,80,1,9.65125200866682e-07,0,NA,5.91889824055422e-09,5.87130772406244e-06,1,9.70018663159079e-07,0,NA,5.00023812834711e-09,4.06374688903258e-06,0
745,863,1,2,233069,5,25,41024,5,258,1,9.65125200866682e-07,0,NA,5.91889824055422e-09,5.87130772406244e-06,5,1.11277780497901e-06,3.45614532239489e-05,0.2,2.11891385145483e-07,1.64219426181954e-05,0
745,167842,1,1,233069,5,25,69544,4.5,37,1,9.65125200866682e-07,0,NA,5.91889824055422e-09,5.87130772406244e-06,3,0.2,2.00006000140003e-10,0.333333333333333,4.01362560167849e-16,1.13243116955995e-05,0
826,987,1,1,269712,4,178,335768,4,28,2,8.27430992255246e-07,0,1,1.44172098709638e-11,7.75232547953966e-06,15,1.2656465555429e-06,0.00188093669161007,0.0285714285714286,5.25671580780199e-05,4.09724999915798e-05,0
826,11732,1,3,269712,4,178,63404,3,61,2,8.27430992255246e-07,0,1,1.44172098709638e-11,7.75232547953966e-06,6,1.07046782655424e-06,1.66308869687821e-05,0.533333333333333,4.12226276015877e-07,1.59245123657722e-05,0
826,43420,1,0,269712,4,178,173816,4,74,2,8.27430992255246e-07,0,1,1.44172098709638e-11,7.75232547953966e-06,5,1.10030368381673e-06,8.81516037128149e-05,0.2,4.86089323600313e-07,1.5082813376157e-05,0
826,75139,1,1,269712,4,178,210097,3.5,27,2,8.27430992255246e-07,0,1,1.44172098709638e-11,7.75232547953966e-06,3,1.01410827431223e-06,7.14341430100035e-06,0.666666666666667,1.61110114307441e-07,1.04566819797717e-05,0
826,127890,1,1,269712,4,178,96667,3,26,2,8.27430992255246e-07,0,1,1.44172098709638e-11,7.75232547953966e-06,1,9.2031456351781e-07,0,NA,1.23779541292564e-10,4.72466585033695e-06,0
860,29576,1,3,147191,3.5,80,1262088,4.5,1185,1,9.70018663159079e-07,0,NA,5.00023812834711e-09,4.06374688903258e-06,2,1.2013945788271e-06,2.85736572040014e-05,0,2.67226227408173e-05,9.84259553051393e-06,1
886,141612,1,2,178196,4,45,81741,3.5,47,1,1.16725613101283e-06,0,NA,7.91896248822655e-06,3.76533506337256e-06,3,0.0175438596491228,1.36670766762335e-09,0.333333333333333,1.90063062194862e-16,9.48541814809294e-06,0
904,16954,1,1,264904,4,32,909364,4.5,106,10,1.07176196595441e-06,6.79912067447887e-05,0.155555555555556,5.73589357395146e-07,2.65645109912923e-05,1,8.7885355311703e-07,0,NA,2.00090564447613e-10,4.7703890340814e-06,0
904,26737,1,1,264904,4,32,362062,5,50,10,1.07176196595441e-06,6.79912067447887e-05,0.155555555555556,5.73589357395146e-07,2.65645109912923e-05,3,0.333333333333333,0,1,3.56355927072191e-16,1.0600260978421e-05,0
